# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:1904646	BP	e	cellular response to amyloid-beta	8/601	39/19370	2.1553484355503217e-05	7	8	0.008201990704144471	351, 478, 2213, 2932, 3383, 3676, 5641, 7412
GO:0051603	BP	e	proteolysis involved in cellular protein catabolic process	7/601	29/19370	2.301187415832078e-05	6	7	0.008201990704144471	1075, 1512, 1515, 1519, 1520, 1522, 5641
GO:0007041	BP	e	lysosomal transport	6/601	20/19370	2.3259574999599453e-05	5	6	0.008201990704144471	2896, 3482, 4074, 4734, 5660, 23400
GO:0050901	BP	e	leukocyte tethering or rolling	6/601	20/19370	2.3259574999599453e-05	6	6	0.008201990704144471	3676, 3688, 6693, 7124, 7412, 58494
GO:0006883	BP	e	cellular sodium ion homeostasis	6/601	20/19370	2.3259574999599453e-05	9	6	0.008201990704144471	476, 478, 480, 481, 483, 23327
GO:0006897	BP	e	endocytosis	18/601	191/19370	2.9517541188888834e-05	5	18	0.00943317418564952	351, 998, 1455, 3265, 3949, 4065, 5861, 5868, 5869, 5878, 7879, 10938, 11276, 23048, 26020, 29967, 57403, 84695
GO:0061738	BP	e	late endosomal microautophagy	3/601	3/19370	2.972562183451263e-05	5	3	0.00943317418564952	3312, 9525, 27183
GO:1902564	BP	e	negative regulation of neutrophil activation	3/601	3/19370	2.972562183451263e-05	7	3	0.00943317418564952	2213, 2896, 11314
GO:0006689	BP	e	ganglioside catabolic process	4/601	7/19370	2.980828011994258e-05	9	4	0.00943317418564952	2760, 3073, 3074, 4758
GO:0006874	BP	e	cellular calcium ion homeostasis	12/601	94/19370	3.34866644295532e-05	9	12	0.010332310309738638	481, 487, 488, 811, 958, 3074, 7779, 8614, 9900, 23400, 30968, 55858
GO:0006954	BP	e	inflammatory response	28/601	386/19370	3.5449827576044706e-05	4	28	0.010543956775124961	101, 718, 958, 1236, 1436, 1536, 2213, 2529, 3340, 3689, 3988, 4065, 4282, 7124, 7128, 7852, 8482, 8809, 9450, 10318, 11315, 23646, 29110, 54472, 81793, 83737, 84695, 375387
GO:0051085	BP	e	chaperone cofactor-dependent protein refolding	7/601	31/19370	3.673554864125533e-05	5	7	0.010543956775124961	972, 3304, 3309, 3312, 3336, 6767, 6782
GO:0035633	BP	e	maintenance of blood-brain barrier	7/601	31/19370	3.673554864125533e-05	6	7	0.010543956775124961	60, 71, 3688, 7414, 51599, 58494, 90952
GO:0006879	BP	e	cellular iron ion homeostasis	9/601	55/19370	4.462077698630666e-05	10	9	0.011781365619182136	523, 537, 2512, 7037, 8031, 23400, 23545, 80762, 220002
GO:0034383	BP	e	low-density lipoprotein particle clearance	5/601	14/19370	4.486502869077625e-05	3	5	0.011781365619182136	338, 949, 3949, 3988, 10938
GO:0036376	BP	e	sodium ion export across plasma membrane	5/601	14/19370	4.486502869077625e-05	9	5	0.011781365619182136	476, 478, 480, 481, 483
GO:0030007	BP	e	cellular potassium ion homeostasis	5/601	14/19370	4.486502869077625e-05	9	5	0.011781365619182136	476, 478, 480, 481, 483
GO:0150104	BP	e	transport across blood-brain barrier	11/601	84/19370	5.581556565811951e-05	6	11	0.014072492196766952	480, 6509, 6513, 6526, 6541, 6566, 7037, 10257, 54407, 81539, 92745
GO:0051893	BP	e	regulation of focal adhesion assembly	6/601	23/19370	5.595281779875475e-05	7	6	0.014072492196766952	71, 387, 2042, 7414, 23499, 23603
GO:0006868	BP	e	glutamine transport	4/601	8/19370	5.815079420151634e-05	8	4	0.014072492196766952	6509, 54407, 81539, 92745
GO:0006517	BP	e	protein deglycosylation	4/601	8/19370	5.815079420151634e-05	7	4	0.014072492196766952	175, 4124, 4125, 11315
GO:0002181	BP	e	cytoplasmic translation	11/601	85/19370	6.234563592872286e-05	8	11	0.014797496896774953	3921, 6122, 6124, 6129, 6133, 6156, 6188, 6189, 6201, 6230, 7311
GO:0043123	BP	e	positive regulation of I-kappaB kinase/NF-kappaB signaling	17/601	185/19370	6.702908698997792e-05	8	17	0.015608924370383161	387, 684, 958, 972, 1236, 1499, 2597, 7037, 7124, 8795, 10537, 29110, 54602, 55504, 80762, 92140, 124583
GO:0019882	BP	e	antigen processing and presentation	6/601	24/19370	7.26570047466727e-05	2	6	0.016606162084878417	972, 1512, 1520, 2629, 5869, 10890
GO:0010629	BP	e	negative regulation of gene expression	19/601	225/19370	8.067660341083846e-05	6	19	0.01810382980539215	102, 351, 1499, 2319, 2334, 3265, 3949, 4282, 4851, 4853, 5641, 7124, 8614, 10961, 11060, 11315, 29110, 54602, 80762
GO:0034605	BP	e	cellular response to heat	8/601	47/19370	8.856356579414262e-05	5	8	0.019518777304130503	488, 3304, 3320, 3329, 5566, 7531, 9531, 10016
GO:0033344	BP	e	cholesterol efflux	6/601	25/19370	9.310808405345311e-05	8	6	0.019812758161857215	335, 338, 344, 949, 23673, 55937
GO:0034620	BP	e	cellular response to unfolded protein	6/601	25/19370	9.310808405345311e-05	6	6	0.019812758161857215	3304, 3309, 3312, 6782, 9531, 51768
GO:0001768	BP	e	establishment of T cell polarity	4/601	9/19370	0.00010210057432130949	5	4	0.021002088137893362	1236, 1794, 4627, 56253
GO:0090382	BP	e	phagosome maturation	4/601	9/19370	0.00010210057432130949	5	4	0.021002088137893362	7879, 51552, 55686, 57192
GO:0042159	BP	e	lipoprotein catabolic process	3/601	4/19370	0.00011614894958865313	6	3	0.022754132314653282	338, 1509, 3949
GO:1902950	BP	e	regulation of dendritic spine maintenance	3/601	4/19370	0.00011614894958865313	7	3	0.022754132314653282	2213, 51104, 55737
GO:0048302	BP	e	regulation of isotype switching to IgG isotypes	3/601	4/19370	0.00011614894958865313	10	3	0.022754132314653282	9466, 80762, 121260
GO:0043066	BP	e	negative regulation of apoptotic process	31/601	473/19370	0.00011889159303683107	7	31	0.022907538585789675	102, 308, 396, 440, 972, 1072, 1499, 1512, 2932, 3304, 3309, 3329, 3560, 4282, 4318, 4853, 4976, 5055, 5347, 5538, 6189, 6197, 7037, 7076, 8887, 9531, 10507, 11315, 50515, 83737, 92140
GO:1902600	BP	e	proton transmembrane transport	12/601	107/19370	0.00012064414260868002	8	12	0.022907538585789675	476, 478, 480, 506, 523, 527, 537, 10479, 23315, 23545, 51296, 121260
GO:0009615	BP	e	response to virus	12/601	110/19370	0.0001573770333194688	5	12	0.029429505230740664	338, 684, 1072, 2023, 3455, 3459, 4599, 7124, 7852, 9111, 29110, 56829
GO:0032456	BP	e	endocytic recycling	8/601	51/19370	0.000160837718439283	6	8	0.029627748074292994	9230, 9559, 10938, 25930, 51552, 51699, 55737, 81609
GO:0071803	BP	e	positive regulation of podosome assembly	4/601	10/19370	0.00016599244516388544	8	4	0.030127628797245207	387, 3936, 6624, 7124
GO:0007159	BP	e	leukocyte cell-cell adhesion	6/601	28/19370	0.000182987582003613	4	6	0.032730909233167994	3383, 3676, 3688, 3689, 7412, 10318
GO:0019082	BP	e	viral protein processing	6/601	29/19370	0.00022472037535060837	2	6	0.039621412465388695	821, 2932, 4124, 4245, 6480, 11253
GO:0032735	BP	e	positive regulation of interleukin-12 production	7/601	41/19370	0.00024005591046837127	8	7	0.041149583986119974	958, 1236, 3135, 3329, 4050, 7805, 388325
GO:0031623	BP	e	receptor internalization	7/601	41/19370	0.00024005591046837127	7	7	0.041149583986119974	975, 1213, 3688, 3689, 4734, 7037, 57007
GO:0006412	BP	e	translation	16/601	188/19370	0.000264215651666944	7	16	0.0426940330124519	2678, 2935, 3921, 6122, 6124, 6129, 6133, 6156, 6181, 6188, 6189, 6201, 6230, 10318, 10985, 728441
GO:0001934	BP	e	positive regulation of protein phosphorylation	16/601	188/19370	0.000264215651666944	9	16	0.0426940330124519	351, 718, 958, 972, 1436, 3265, 3320, 4318, 5478, 7037, 7124, 8482, 8878, 10507, 10961, 116496
GO:0036258	BP	e	multivesicular body assembly	6/601	30/19370	0.0002735961775837765	8	6	0.0426940330124519	8027, 9146, 9525, 10015, 10254, 27183
GO:0030890	BP	e	positive regulation of B cell proliferation	7/601	42/19370	0.0002804476783546269	9	7	0.0426940330124519	958, 972, 975, 1880, 4282, 7037, 57181
GO:0002250	BP	e	adaptive immune response	16/601	189/19370	0.0002805639009854258	3	16	0.0426940330124519	214, 1512, 1520, 1880, 3108, 3109, 3113, 3117, 3118, 3122, 7462, 23495, 51752, 57192, 255231, 259307
GO:0090611	BP	e	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway	3/601	5/19370	0.00028365829744134304	7	3	0.0426940330124519	9525, 10015, 27183
GO:0038110	BP	e	interleukin-2-mediated signaling pathway	3/601	5/19370	0.00028365829744134304	7	3	0.0426940330124519	3560, 3561, 3716
GO:0070434	BP	e	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	3/601	5/19370	0.00028365829744134304	9	3	0.0426940330124519	3304, 51296, 121260
GO:0032410	BP	e	negative regulation of transporter activity	3/601	5/19370	0.00028365829744134304	6	3	0.0426940330124519	11060, 54602, 80762
GO:0033631	BP	e	cell-cell adhesion mediated by integrin	3/601	5/19370	0.00028365829744134304	4	3	0.0426940330124519	3676, 3688, 8754
GO:2000249	BP	e	regulation of actin cytoskeleton reorganization	5/601	20/19370	0.00029768707186638273	8	5	0.04426570892740838	396, 397, 1436, 4853, 90952
GO:0006898	BP	e	receptor-mediated endocytosis	9/601	70/19370	0.000302154942259144	6	9	0.04439519401621851	1213, 2213, 3482, 3689, 3949, 4074, 5538, 6653, 10487
GO:0007040	BP	e	lysosome organization	7/601	43/19370	0.00032612317206993154	7	7	0.04735308458455406	53, 1200, 2629, 2896, 3074, 51172, 55004
GO:0060907	BP	e	positive regulation of macrophage cytokine production	4/601	12/19370	0.0003723328357684932	10	4	0.05235976449986958	972, 3135, 7805, 8482
GO:0032729	BP	e	positive regulation of interferon-gamma production	9/601	72/19370	0.0003743480378440198	8	9	0.05235976449986958	3113, 3265, 3329, 4049, 7124, 8809, 9466, 10148, 56253
GO:0021762	BP	e	substantia nigra development	7/601	44/19370	0.0003775740593492459	4	7	0.05235976449986958	60, 387, 522, 801, 998, 3309, 7531
GO:0050766	BP	e	positive regulation of phagocytosis	7/601	44/19370	0.0003775740593492459	7	7	0.05235976449986958	335, 811, 1794, 2213, 3560, 3561, 7124
GO:0000045	BP	e	autophagosome assembly	8/601	59/19370	0.0004507388562159201	7	8	0.061132076521064685	488, 5861, 7879, 9531, 9776, 11345, 23673, 81876
GO:0042102	BP	e	positive regulation of T cell proliferation	8/601	59/19370	0.0004507388562159201	9	8	0.061132076521064685	941, 970, 3109, 3113, 6541, 7037, 7412, 11151
GO:0050776	BP	e	regulation of immune response	6/601	33/19370	0.00047159904934876385	4	6	0.06326603768546135	933, 2213, 6693, 56928, 64115, 84888
GO:0033627	BP	e	cell adhesion mediated by integrin	5/601	22/19370	0.0004803156925487446	3	5	0.0637425406175979	3383, 3678, 3688, 3689, 8754
GO:0098761	BP	e	cellular response to interleukin-7	4/601	13/19370	0.0005246600974862565	6	4	0.06619596434146682	2923, 3329, 4904, 5034
GO:0086064	BP	e	cell communication by electrical coupling involved in cardiac conduction	4/601	13/19370	0.0005246600974862565	4	4	0.06619596434146682	476, 478, 481, 5566
GO:0001778	BP	e	plasma membrane repair	4/601	13/19370	0.0005246600974862565	6	4	0.06619596434146682	309, 4627, 23208, 55207
GO:1901164	BP	e	negative regulation of trophoblast cell migration	3/601	6/19370	0.0005542192692169741	8	3	0.06619596434146682	397, 811, 7076
GO:0002693	BP	e	positive regulation of cellular extravasation	3/601	6/19370	0.0005542192692169741	9	3	0.06619596434146682	101, 3383, 7070
GO:0070508	BP	e	cholesterol import	3/601	6/19370	0.0005542192692169741	8	3	0.06619596434146682	335, 949, 3949
GO:0002925	BP	e	positive regulation of humoral immune response mediated by circulating immunoglobulin	3/601	6/19370	0.0005542192692169741	10	3	0.06619596434146682	2208, 4049, 7124
GO:0016139	BP	e	glycoside catabolic process	3/601	6/19370	0.0005542192692169741	6	3	0.06619596434146682	2517, 2519, 2717
GO:0051224	BP	e	negative regulation of protein transport	3/601	6/19370	0.0005542192692169741	7	3	0.06619596434146682	11060, 54602, 80762
GO:0006096	BP	e	glycolytic process	6/601	34/19370	0.0005578010283189556	12	6	0.06619596434146682	226, 2023, 2597, 3939, 5223, 5315
GO:0010498	BP	e	proteasomal protein catabolic process	6/601	34/19370	0.0005578010283189556	7	6	0.06619596434146682	5366, 5686, 5688, 5690, 5691, 5698
GO:0016236	BP	e	macroautophagy	8/601	61/19370	0.0005670074177800595	5	8	0.06664767190706185	4077, 8027, 8878, 9146, 9525, 10254, 11345, 27183
GO:0006914	BP	e	autophagy	12/601	127/19370	0.0005978512211986391	4	12	0.0696101865286189	1213, 2629, 5861, 8878, 9528, 11315, 11345, 23208, 23400, 54472, 55332, 128338
GO:0051384	BP	e	response to glucocorticoid	8/601	62/19370	0.0006336141830831434	7	8	0.07308473128609493	21, 387, 590, 1515, 3329, 6678, 7124, 8754
GO:0046039	BP	e	GTP metabolic process	4/601	14/19370	0.0007165781249631725	10	4	0.0817030793618289	387, 4976, 5901, 168537
GO:0008360	BP	e	regulation of cell shape	13/601	148/19370	0.0007215715159973546	6	13	0.0817030793618289	226, 387, 391, 396, 1436, 1690, 3074, 3383, 3689, 4627, 10507, 11151, 103910
GO:0034341	BP	e	response to interferon-gamma	5/601	24/19370	0.0007364935488880181	5	5	0.08233091444712692	684, 958, 972, 10241, 10537
GO:0007163	BP	e	establishment or maintenance of cell polarity	7/601	49/19370	0.0007404579082507769	2	7	0.08233091444712692	60, 387, 391, 998, 6624, 6693, 10487
GO:0006508	BP	e	proteolysis	26/601	414/19370	0.0007664103598272027	5	26	0.08298576251259904	101, 175, 327, 1075, 1200, 1509, 1512, 1519, 1520, 1522, 2678, 2923, 4012, 4318, 4738, 5476, 5547, 5641, 7037, 8836, 9528, 10537, 11315, 29952, 51752, 117159
GO:0007032	BP	e	endosome organization	6/601	36/19370	0.000766518953689539	6	6	0.08298576251259904	8878, 55004, 55300, 55361, 55654, 57403
GO:0006865	BP	e	amino acid transport	6/601	36/19370	0.000766518953689539	6	6	0.08298576251259904	6509, 6520, 6541, 54407, 81539, 92745
GO:0030335	BP	e	positive regulation of cell migration	17/601	229/19370	0.000835429051433795	7	17	0.08765926390385083	71, 102, 1436, 1512, 2896, 3265, 3309, 3688, 4318, 4851, 6386, 8482, 8754, 10507, 11151, 54910, 64115
GO:0071260	BP	e	cellular response to mechanical stimulus	9/601	81/19370	0.0008969733846947688	5	9	0.08765926390385083	396, 476, 943, 958, 1605, 6513, 8795, 9531, 54407
GO:0043525	BP	e	positive regulation of neuron apoptotic process	7/601	51/19370	0.0009460932086089566	8	7	0.08765926390385083	387, 998, 1499, 1522, 2896, 2931, 7124
GO:0044794	BP	e	positive regulation by host of viral process	3/601	7/19370	0.0009475275110688635	6	3	0.08765926390385083	1072, 3482, 5479
GO:0150093	BP	e	amyloid-beta clearance by transcytosis	3/601	7/19370	0.0009475275110688635	6	3	0.08765926390385083	1213, 5868, 9230
GO:0050869	BP	e	negative regulation of B cell activation	3/601	7/19370	0.0009475275110688635	8	3	0.08765926390385083	2213, 7128, 7805
GO:0050859	BP	e	negative regulation of B cell receptor signaling pathway	3/601	7/19370	0.0009475275110688635	8	3	0.08765926390385083	933, 2213, 11314
GO:0061684	BP	e	chaperone-mediated autophagy	3/601	7/19370	0.0009475275110688635	6	3	0.08765926390385083	3312, 3320, 9531
GO:0010886	BP	e	positive regulation of cholesterol storage	3/601	7/19370	0.0009475275110688635	7	3	0.08765926390385083	338, 949, 10938
GO:0044829	BP	e	positive regulation by host of viral genome replication	3/601	7/19370	0.0009475275110688635	7	3	0.08765926390385083	2040, 3312, 5479
GO:2000406	BP	e	positive regulation of T cell migration	4/601	15/19370	0.0009533037064180259	11	4	0.08765926390385083	351, 387, 3676, 6693
GO:0032796	BP	e	uropod organization	2/601	2/19370	0.0009611449811448658	6	2	0.08765926390385083	4627, 11151
GO:0010899	BP	e	regulation of phosphatidylcholine catabolic process	2/601	2/19370	0.0009611449811448658	9	2	0.08765926390385083	949, 3949
GO:0002876	BP	e	positive regulation of chronic inflammatory response to antigenic stimulus	2/601	2/19370	0.0009611449811448658	9	2	0.08765926390385083	4049, 7124
GO:0140039	BP	e	cell-cell adhesion in response to extracellular stimulus	2/601	2/19370	0.0009611449811448658	4	2	0.08765926390385083	3676, 7412
GO:2000448	BP	e	positive regulation of macrophage migration inhibitory factor signaling pathway	2/601	2/19370	0.0009611449811448658	8	2	0.08765926390385083	972, 7852
GO:0031179	BP	e	peptide modification	2/601	2/19370	0.0009611449811448658	6	2	0.08765926390385083	2678, 728441
GO:1903020	BP	e	positive regulation of glycoprotein metabolic process	2/601	2/19370	0.0009611449811448658	7	2	0.08765926390385083	5861, 81876
GO:1904016	BP	e	response to Thyroglobulin triiodothyronine	2/601	2/19370	0.0009611449811448658	4	2	0.08765926390385083	2720, 6513
GO:0090297	BP	e	positive regulation of mitochondrial DNA replication	2/601	2/19370	0.0009611449811448658	10	2	0.08765926390385083	6742, 30968
GO:2000077	BP	e	negative regulation of type B pancreatic cell development	2/601	2/19370	0.0009611449811448658	7	2	0.08765926390385083	2931, 2932
GO:0016485	BP	e	protein processing	8/601	66/19370	0.0009659423019708081	6	8	0.08765926390385083	102, 1362, 1520, 1889, 5552, 8728, 9159, 56265
GO:0006464	BP	e	cellular protein modification process	9/601	82/19370	0.000980410063085257	6	9	0.08768276085940754	4125, 4126, 4738, 6185, 7311, 7323, 11060, 23170, 51172
GO:0006486	BP	e	protein glycosylation	9/601	82/19370	0.000980410063085257	7	9	0.08768276085940754	2135, 2529, 4121, 4124, 4245, 10905, 11253, 51172, 83548
GO:0006024	BP	e	glycosaminoglycan biosynthetic process	5/601	26/19370	0.001082924261989001	6	5	0.09479043433665427	3073, 3340, 8509, 9653, 64132
GO:0032781	BP	e	positive regulation of ATPase activity	5/601	26/19370	0.001082924261989001	6	5	0.09479043433665427	481, 483, 5216, 8775, 11345
GO:0048675	BP	e	axon extension	5/601	26/19370	0.001082924261989001	5	5	0.09479043433665427	3320, 3688, 7414, 8482, 10479
GO:0006357	BP	p	regulation of transcription by RNA polymerase II	9/601	1594/19370	3.4613267706055063e-06	10	9	0.002248405000148061	387, 2521, 4738, 5216, 6601, 6773, 7124, 8804, 92140
GO:0050911	BP	p	detection of chemical stimulus involved in sensory perception of smell	0/601	394/19370	9.86925584578707e-06	5	0	0.005295928506465392	
GO:0071556	CC	e	integral component of lumenal side of endoplasmic reticulum membrane	11/601	28/19370	1.0230887030242137e-07	6	11	5.1721692858628965e-05	811, 821, 972, 3113, 3117, 3118, 3122, 3134, 3135, 56928, 84888
GO:0043202	CC	e	lysosomal lumen	31/601	95/19370	2.226099771811011e-07	6	31	5.1721692858628965e-05	53, 338, 410, 427, 972, 1200, 1509, 1515, 1520, 2517, 2629, 2717, 2720, 2760, 3073, 3074, 3312, 3320, 3988, 4125, 4126, 4758, 5476, 5538, 5641, 5660, 8635, 10437, 23400, 23646, 375790
GO:0005770	CC	e	late endosome	26/601	138/19370	2.7944380267622547e-07	8	26	5.1721692858628965e-05	21, 538, 1520, 2896, 3312, 3482, 3916, 3949, 4074, 4077, 5641, 5660, 7852, 7879, 8878, 9367, 9482, 9528, 23400, 27183, 51552, 51699, 55737, 57192, 57403, 84888
GO:0030670	CC	e	phagocytic vesicle membrane	16/601	72/19370	2.868315164975864e-07	7	16	5.1721692858628965e-05	527, 538, 567, 811, 1536, 3134, 3135, 5868, 7879, 9230, 9367, 10890, 11151, 23545, 57192, 57403
GO:1904813	CC	e	ficolin-1-rich granule lumen	27/601	124/19370	2.896227190557995e-07	5	27	5.1721692858628965e-05	226, 327, 427, 1471, 1509, 1512, 1520, 1522, 2720, 3304, 3312, 3320, 3728, 3848, 4282, 4318, 5223, 5315, 5478, 5686, 5702, 5717, 6727, 7414, 9961, 10549, 124583
GO:0072562	CC	e	blood microparticle	16/601	112/19370	3.6478899310836005e-07	2	16	5.1721692858628965e-05	2, 60, 71, 335, 590, 718, 2040, 3039, 3040, 3304, 3312, 3848, 5216, 6386, 6513, 7037
GO:0032588	CC	e	trans-Golgi network membrane	16/601	99/19370	3.873591450098171e-07	4	16	5.1721692858628965e-05	351, 538, 972, 1213, 3113, 3117, 3118, 3122, 3482, 4074, 9367, 9522, 10066, 54928, 55858, 83548
GO:0042613	CC	e	MHC class II protein complex	8/601	17/19370	3.9662119764913345e-07	5	8	5.1721692858628965e-05	567, 972, 3108, 3109, 3113, 3117, 3118, 3122
GO:0031902	CC	e	late endosome membrane	24/601	127/19370	4.104356653570321e-07	7	24	5.1721692858628965e-05	309, 3108, 3109, 3122, 3916, 5337, 7879, 9482, 9525, 9528, 9741, 11342, 23400, 23555, 23646, 27183, 55004, 55207, 55686, 55858, 57192, 84888, 220002, 255231
GO:0042470	CC	e	melanosome	38/601	100/19370	4.428722202102293e-07	8	38	5.1721692858628965e-05	309, 476, 483, 821, 1200, 1213, 1509, 2040, 2194, 2923, 3309, 3312, 3320, 3688, 3916, 5034, 5052, 5479, 5861, 5868, 5869, 5878, 5901, 6386, 6509, 6513, 6520, 7037, 7529, 7531, 8836, 9367, 9601, 10015, 10130, 10961, 23193, 55686
GO:0045121	CC	e	membrane raft	25/601	240/19370	4.996271632826857e-07	4	25	5.1721692858628965e-05	351, 476, 480, 538, 684, 930, 1200, 1509, 2040, 3329, 3383, 3688, 3945, 5538, 5868, 6386, 7070, 7124, 7462, 10376, 11315, 23673, 30968, 55004, 55361
