# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0010498	BP	e	proteasomal protein catabolic process	6/412	34/19370	7.248896883563424e-05	7	6	0.029259653182279622	5366, 5686, 5688, 5690, 5691, 5698
GO:0150104	BP	e	transport across blood-brain barrier	9/412	84/19370	7.349289002193066e-05	6	9	0.029259653182279622	480, 6509, 6513, 6526, 6541, 7037, 54407, 81539, 92745
GO:1904996	BP	e	positive regulation of leukocyte adhesion to vascular endothelial cell	4/412	12/19370	8.72070748515116e-05	8	4	0.03224424165274239	2529, 3383, 3689, 7124
GO:0090611	BP	e	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway	3/412	5/19370	9.254244944084741e-05	7	3	0.03224424165274239	9525, 10015, 27183
GO:0070434	BP	e	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	3/412	5/19370	9.254244944084741e-05	9	3	0.03224424165274239	3304, 51296, 121260
GO:0033631	BP	e	cell-cell adhesion mediated by integrin	3/412	5/19370	9.254244944084741e-05	4	3	0.03224424165274239	3676, 3688, 8754
GO:1902600	BP	e	proton transmembrane transport	10/412	107/19370	9.524762391560004e-05	8	10	0.03224424165274239	478, 480, 506, 523, 527, 537, 23315, 23545, 51296, 121260
GO:0032456	BP	e	endocytic recycling	7/412	51/19370	9.66647983431752e-05	6	7	0.03224424165274239	9559, 10938, 25930, 51552, 51699, 55737, 81609
GO:0006357	BP	p	regulation of transcription by RNA polymerase II	5/412	1594/19370	1.7570990091743077e-06	10	5	0.0030980165673184725	4738, 5216, 6773, 7124, 8804
GO:0042470	CC	e	melanosome	24/412	100/19370	2.0102341274084654e-07	8	24	9.319126610398718e-05	483, 1200, 1213, 1509, 2040, 2194, 3312, 3688, 3916, 5034, 5479, 5869, 5878, 5901, 6386, 6509, 6513, 7037, 8836, 9601, 10015, 10961, 23193, 55686
GO:0001772	CC	e	immunological synapse	10/412	43/19370	2.427663598665982e-07	2	10	9.319126610398718e-05	396, 975, 3122, 3383, 4627, 10015, 11151, 56253, 81609, 259307
GO:0005770	CC	e	late endosome	17/412	138/19370	2.5761615702291196e-07	8	17	9.319126610398718e-05	21, 2896, 3312, 3482, 3916, 5641, 5660, 7852, 7879, 8878, 9482, 9528, 27183, 51552, 51699, 55737, 57192
GO:0009897	CC	e	external side of plasma membrane	24/412	294/19370	3.711984006599708e-07	3	24	9.319126610398718e-05	811, 930, 972, 1236, 1515, 1605, 2208, 2826, 3135, 3383, 3560, 3688, 3689, 3916, 4065, 5034, 7037, 7070, 7124, 7852, 9466, 10148, 10159, 57007
GO:0005768	CC	e	endosome	31/412	295/19370	3.933745056648864e-07	7	31	9.319126610398718e-05	1213, 2319, 2838, 2896, 3482, 3560, 3716, 5869, 5878, 6653, 7037, 9110, 9146, 9375, 9402, 9482, 9525, 9559, 10890, 23011, 23484, 25930, 27183, 51699, 53916, 55300, 55361, 55737, 57007, 79689, 81609
GO:1904813	CC	e	ficolin-1-rich granule lumen	18/412	124/19370	4.0458314934413776e-07	5	18	9.319126610398718e-05	226, 327, 427, 1509, 1512, 1522, 3304, 3312, 3728, 4282, 4318, 5223, 5686, 5702, 5717, 6727, 9961, 124583
GO:0010008	CC	e	endosome membrane	30/412	227/19370	4.294037986762057e-07	6	30	9.319126610398718e-05	338, 392, 527, 537, 1509, 3117, 3118, 3482, 3688, 3916, 6653, 7037, 7311, 7879, 9375, 9525, 9559, 10159, 10938, 11311, 23062, 23545, 27183, 51104, 51296, 51699, 55737, 57192, 79844, 80762
GO:0005764	CC	e	lysosome	44/412	275/19370	4.909852536933311e-07	7	44	9.319126610398718e-05	53, 175, 410, 427, 811, 1075, 1200, 1213, 1509, 1512, 1515, 1519, 1522, 2517, 2519, 2717, 2896, 3122, 3312, 3916, 3988, 4125, 4126, 4758, 5641, 5660, 7128, 7805, 7852, 7879, 9146, 9528, 9559, 10159, 10437, 23208, 27183, 51552, 55004, 55332, 55737, 57192, 128338, 259307
GO:0035578	CC	e	azurophil granule lumen	20/412	91/19370	5.066584687655134e-07	7	20	9.319126610398718e-05	175, 410, 718, 1075, 2171, 2512, 2517, 2519, 2665, 2717, 2760, 2896, 3074, 4125, 6386, 8804, 8836, 10487, 29952, 54472
GO:0031902	CC	e	late endosome membrane	15/412	127/19370	5.437155147830534e-07	7	15	9.319126610398718e-05	3108, 3109, 3122, 3916, 7879, 9482, 9525, 9528, 11342, 23646, 27183, 55004, 55686, 57192, 220002
GO:0031901	CC	e	early endosome membrane	19/412	167/19370	5.847712077261033e-07	7	19	9.319126610398718e-05	3122, 3135, 4040, 5869, 5878, 6653, 9110, 9146, 10254, 10938, 23011, 23062, 23646, 23673, 51552, 55361, 79689, 81609, 121260
GO:0005765	CC	e	lysosomal membrane	40/412	330/19370	7.039524471002346e-07	7	40	9.926941247701285e-05	21, 53, 523, 527, 972, 1509, 2896, 3108, 3109, 3117, 3118, 3122, 3312, 3916, 4758, 5660, 5878, 7311, 7805, 7879, 9482, 9528, 10159, 11342, 23208, 23545, 23646, 51296, 51552, 55004, 55332, 55340, 55361, 55686, 55737, 57192, 64116, 121260, 128338, 220002
GO:0072562	CC	e	blood microparticle	14/412	112/19370	7.627933564661417e-07	2	14	9.926941247701285e-05	2, 60, 71, 590, 718, 2040, 3039, 3040, 3304, 3312, 5216, 6386, 6513, 7037
GO:0043202	CC	e	lysosomal lumen	22/412	95/19370	8.130848921521113e-07	6	22	9.926941247701285e-05	53, 338, 410, 427, 972, 1200, 1509, 1515, 2517, 2717, 2760, 3073, 3074, 3312, 3988, 4125, 4126, 4758, 5641, 5660, 10437, 23646
GO:0009986	CC	e	cell surface	43/412	578/19370	8.879024072635283e-07	2	43	9.926941247701285e-05	101, 102, 506, 522, 718, 811, 972, 1236, 1436, 1522, 1829, 2023, 2826, 3108, 3122, 3329, 3383, 3482, 3560, 3676, 3688, 3689, 4040, 4282, 4851, 6509, 6653, 6678, 7037, 7070, 7094, 7124, 7852, 8754, 8795, 9601, 10961, 56650, 57007, 58494, 145581, 375387, 388512
GO:0042613	CC	e	MHC class II protein complex	6/412	17/19370	9.060528235209387e-07	5	6	9.926941247701285e-05	972, 3108, 3109, 3117, 3118, 3122
GO:0043231	CC	e	intracellular membrane-bounded organelle	50/412	844/19370	9.62789260090096e-07	4	50	9.928056311399638e-05	21, 102, 338, 523, 1075, 1436, 1512, 1605, 1829, 2319, 2760, 3073, 3108, 3109, 3988, 4125, 4758, 4904, 5479, 5547, 5660, 5869, 6678, 6782, 7037, 8324, 8878, 9146, 10015, 10254, 10437, 10938, 11342, 23193, 23239, 23673, 25844, 25930, 29110, 29952, 51296, 51552, 51699, 54602, 57007, 57192, 93185, 128338, 168537, 220002
GO:0005925	CC	e	focal adhesion	46/412	418/19370	1.162948164564512e-06	5	46	0.00011325822958231054	60, 71, 102, 308, 391, 527, 811, 975, 998, 1072, 1213, 1499, 1605, 2319, 2665, 3304, 3312, 3383, 3482, 3676, 3688, 3689, 3716, 3728, 3936, 4627, 4921, 5034, 5216, 5479, 6122, 6124, 6129, 6133, 6156, 6181, 6386, 7070, 7094, 7171, 8754, 10015, 10094, 10487, 10890, 23011
GO:0000139	CC	e	Golgi membrane	38/412	587/19370	1.2382758719031126e-06	5	38	0.0001142472422866398	102, 972, 998, 2529, 2734, 3117, 3118, 3122, 3135, 3340, 4121, 4124, 4248, 4851, 6480, 6513, 6653, 7357, 8509, 9528, 9653, 10678, 10890, 10905, 11226, 11311, 11342, 11345, 23315, 23646, 23673, 51552, 54602, 64285, 79689, 80762, 81876, 113189
GO:0005769	CC	e	early endosome	26/412	268/19370	1.3168026687917916e-06	8	26	0.00011541775391960053	338, 344, 2042, 3135, 3329, 3482, 4040, 5869, 5878, 6653, 7037, 7852, 9146, 9482, 9559, 10938, 11151, 23011, 25930, 27183, 51552, 51699, 55654, 55737, 57007, 81609
GO:0048471	CC	e	perinuclear region of cytoplasm	36/412	708/19370	1.537617961247622e-06	2	36	0.0001215017968074703	392, 811, 1019, 1499, 2040, 2319, 3304, 3312, 3482, 3688, 3916, 3936, 4599, 5479, 5641, 6526, 7037, 7805, 9482, 9961, 10483, 10890, 10938, 11226, 11315, 23208, 23545, 27183, 51552, 51637, 53916, 54472, 54602, 57007, 80762, 81876
GO:0000502	CC	e	proteasome complex	9/412	53/19370	1.5808984178208612e-06	5	9	0.0001215017968074703	5686, 5688, 5690, 5691, 5698, 5702, 5717, 5720, 5721
GO:0005856	CC	e	cytoskeleton	25/412	400/19370	1.7173153819098612e-06	5	25	0.0001215017968074703	60, 71, 391, 396, 397, 1605, 1627, 1794, 2040, 2734, 3716, 3728, 5034, 5216, 6386, 6624, 7094, 7171, 9375, 9961, 10890, 23499, 27445, 57613, 65108
GO:0070062	CC	e	extracellular exosome	189/412	2095/19370	1.7278573188129498e-06	6	189	0.0001215017968074703	2, 39, 53, 60, 71, 102, 223, 226, 308, 327, 338, 391, 392, 396, 397, 410, 427, 483, 506, 523, 527, 537, 718, 811, 930, 943, 970, 972, 975, 998, 1072, 1075, 1200, 1213, 1362, 1499, 1509, 1512, 1522, 1605, 1794, 1829, 2023, 2040, 2171, 2194, 2208, 2319, 2512, 2517, 2519, 2617, 2618, 2665, 2678, 2717, 2734, 2745, 2760, 2896, 3039, 3040, 3073, 3074, 3122, 3304, 3312, 3329, 3336, 3383, 3482, 3676, 3688, 3689, 3728, 3857, 3916, 3921, 3936, 3939, 3945, 4065, 4121, 4124, 4125, 4282, 4318, 4522, 4627, 4738, 4758, 4904, 5034, 5093, 5216, 5223, 5479, 5518, 5547, 5641, 5660, 5686, 5688, 5690, 5691, 5698, 5720, 5721, 5869, 5878, 5901, 6122, 6124, 6156, 6181, 6230, 6386, 6509, 6513, 6624, 6653, 6742, 6767, 6782, 7037, 7070, 7076, 7094, 7128, 7171, 7311, 7360, 7852, 7879, 8338, 8754, 8775, 8804, 8836, 8878, 8985, 9144, 9146, 9375, 9525, 9528, 9961, 10015, 10094, 10159, 10204, 10487, 10591, 10606, 10890, 10905, 10938, 11151, 11313, 11315, 23011, 23193, 23473, 23475, 23646, 25930, 27183, 27445, 29952, 51552, 51678, 51768, 54472, 55004, 55737, 56996, 65108, 79689, 80146, 81539, 81876, 93185, 103910, 113189, 116496, 117159, 124583, 127262, 255252
GO:0031982	CC	e	vesicle	15/412	160/19370	1.732769492405452e-06	4	15	0.0001215017968074703	60, 801, 975, 1072, 2040, 2319, 2665, 3304, 4282, 7311, 9482, 9559, 23208, 23673, 29952
GO:0005615	CC	e	extracellular space	65/412	1492/19370	2.131457892224301e-06	2	65	0.00014370944942573846	2, 21, 60, 71, 175, 226, 338, 344, 427, 522, 718, 811, 1072, 1075, 1362, 1509, 1512, 1515, 1519, 1522, 1605, 2023, 2040, 2519, 2678, 2896, 3039, 3040, 3135, 3312, 3329, 3383, 3857, 3936, 4049, 4050, 4125, 4282, 4318, 5055, 5552, 5660, 6386, 6653, 6678, 7037, 7076, 7124, 7311, 8744, 8754, 8804, 8836, 8985, 9110, 9111, 9450, 9601, 9860, 10148, 54910, 56265, 84695, 147381, 266727
GO:0005576	CC	e	extracellular region	79/412	1840/19370	2.3463757599925383e-06	2	79	0.00015234061878766368	2, 175, 226, 308, 327, 338, 344, 410, 427, 590, 718, 801, 811, 1075, 1509, 1512, 1515, 1522, 1605, 1794, 2042, 2171, 2512, 2517, 2519, 2665, 2717, 2760, 2896, 3039, 3040, 3074, 3304, 3312, 3455, 3728, 4040, 4061, 4125, 4282, 4318, 4758, 4851, 4904, 5034, 5055, 5223, 5552, 5641, 5660, 5686, 5702, 5717, 6386, 6480, 6678, 6727, 7037, 7070, 7076, 7094, 7124, 8804, 8836, 9961, 10148, 10437, 10487, 29952, 54472, 55937, 80762, 84695, 117159, 124583, 163479, 259307, 266727, 375387
GO:0016021	CC	e	integral component of membrane	117/412	3500/19370	2.7133451700774668e-06	3	117	0.00016987478868377853	21, 53, 102, 293, 478, 518, 527, 537, 943, 972, 975, 1236, 1362, 1605, 1829, 2529, 2678, 2734, 3108, 3109, 3340, 3455, 3459, 3782, 4040, 4050, 4121, 4124, 4248, 4851, 4976, 6185, 6480, 6509, 6513, 6526, 6653, 7357, 7779, 7852, 8324, 8509, 8744, 8754, 8795, 9123, 9144, 9482, 9528, 9653, 9766, 9860, 10052, 10159, 10558, 10678, 10905, 11226, 11311, 11342, 23225, 23315, 23484, 23545, 23646, 23673, 25758, 25844, 25864, 26001, 26020, 27173, 29015, 29967, 50615, 51296, 51768, 53827, 54602, 55069, 55281, 55326, 55332, 55340, 55654, 56253, 56650, 56889, 56996, 57007, 57192, 57613, 64115, 64285, 64418, 64645, 64781, 79037, 79134, 79689, 79844, 80146, 80762, 81539, 84102, 84548, 90231, 90952, 93185, 113189, 124583, 128338, 220002, 284996, 285368, 375387, 388512
GO:0016020	CC	e	membrane	135/412	2116/19370	2.8898971292887477e-06	2	135	0.0001746892988842474	53, 60, 71, 102, 226, 293, 308, 396, 397, 478, 506, 590, 811, 972, 975, 998, 1072, 1075, 1213, 1362, 1455, 1499, 1717, 1794, 2023, 2040, 2194, 2319, 2512, 2529, 2665, 2734, 2896, 3039, 3040, 3073, 3074, 3108, 3117, 3135, 3187, 3295, 3312, 3329, 3336, 3383, 3384, 3482, 3560, 3676, 3688, 3689, 3716, 3857, 3916, 3921, 3939, 3945, 4047, 4121, 4124, 4522, 4599, 4627, 4758, 4976, 5093, 5216, 5223, 5479, 5518, 5690, 5702, 5717, 5721, 5869, 5901, 6124, 6129, 6133, 6156, 6181, 6185, 6386, 6509, 6513, 6541, 6653, 7037, 7171, 7357, 8775, 9110, 9111, 9123, 9159, 9375, 9531, 9653, 9961, 10015, 10094, 10528, 10606, 10611, 10857, 10905, 10938, 10961, 10985, 11151, 23193, 23225, 23499, 23644, 26020, 27173, 51104, 51678, 55300, 55361, 55654, 55714, 56889, 57192, 57661, 57674, 81793, 84695, 90231, 93185, 116496, 124583, 255252, 284996
GO:0005829	CC	e	cytosol	169/412	5286/19370	3.1312172043982477e-06	2	169	0.00018296745864367095	39, 60, 71, 223, 226, 308, 327, 338, 391, 392, 396, 397, 523, 801, 811, 998, 1019, 1072, 1213, 1455, 1499, 1512, 1605, 1627, 1794, 1933, 2023, 2042, 2171, 2194, 2512, 2617, 2618, 2665, 2745, 2760, 2935, 3039, 3040, 3073, 3187, 3295, 3304, 3312, 3329, 3560, 3716, 3728, 3839, 3857, 3916, 3921, 3936, 3939, 3945, 3988, 4121, 4282, 4522, 4599, 4627, 4738, 4851, 4904, 4976, 5034, 5093, 5187, 5216, 5223, 5335, 5347, 5366, 5518, 5534, 5686, 5688, 5690, 5691, 5698, 5702, 5717, 5720, 5721, 5901, 6122, 6124, 6129, 6133, 6156, 6181, 6197, 6230, 6240, 6386, 6513, 6624, 6727, 6767, 6773, 7070, 7094, 7128, 7171, 7311, 7345, 7360, 7805, 7879, 8775, 8836, 8878, 9110, 9111, 9146, 9402, 9482, 9525, 9531, 9559, 9817, 9961, 10015, 10094, 10204, 10254, 10437, 10483, 10498, 10537, 10591, 10606, 10611, 10890, 10985, 11151, 11313, 11315, 11342, 11345, 22931, 23011, 23239, 23473, 23475, 23644, 25930, 27183, 29110, 29952, 51552, 51637, 51699, 54472, 55300, 55361, 55737, 56829, 57674, 79077, 80774, 81609, 81876, 83988, 91754, 103910, 116496, 168537, 261726
GO:0005886	CC	e	plasma membrane	162/412	4469/19370	3.565635032439085e-06	3	162	0.00020163091006018442	21, 60, 71, 101, 102, 338, 391, 478, 480, 483, 506, 523, 527, 718, 801, 930, 943, 970, 972, 975, 998, 1213, 1236, 1362, 1436, 1455, 1499, 1522, 1605, 1627, 1829, 1880, 2023, 2040, 2042, 2171, 2194, 2208, 2319, 2678, 2734, 2826, 2838, 2896, 3117, 3118, 3122, 3135, 3304, 3312, 3329, 3383, 3384, 3455, 3459, 3482, 3560, 3676, 3688, 3689, 3728, 3782, 3916, 3921, 3936, 4040, 4049, 4050, 4061, 4126, 4282, 4627, 4758, 4851, 4921, 5055, 5335, 5547, 5660, 5869, 5878, 6386, 6509, 6513, 6526, 6541, 6653, 6678, 6773, 7037, 7070, 7094, 7124, 7311, 7345, 7779, 7852, 7879, 8324, 8698, 8744, 8775, 8795, 8809, 9123, 9402, 9466, 9528, 9531, 9860, 10052, 10148, 10159, 10487, 10857, 10890, 10938, 11151, 11315, 22931, 23208, 23239, 23499, 23545, 25844, 27173, 27183, 50615, 51104, 51552, 51678, 51768, 53916, 54407, 55004, 55300, 55361, 55654, 55914, 56253, 56996, 57007, 57192, 58494, 64115, 64116, 64781, 65108, 79037, 79581, 79689, 81539, 81793, 84102, 90952, 92745, 93185, 116496, 121260, 124583, 266727, 375387
GO:0098685	CC	e	Schaffer collateral - CA1 synapse	10/412	78/19370	5.891558186146652e-06	4	10	0.0003227469218848463	60, 71, 998, 1499, 3688, 5335, 5534, 5552, 7779, 23208
GO:0034774	CC	e	secretory granule lumen	12/412	115/19370	6.259562653101307e-06	6	12	0.0003325155554814118	226, 718, 1512, 2665, 3312, 4282, 5223, 5686, 5702, 5717, 6727, 9961
GO:0005802	CC	e	trans-Golgi network	15/412	181/19370	7.96763325189092e-06	4	15	0.00041080179678131717	102, 2529, 2896, 3482, 6653, 8985, 9159, 9482, 10890, 23011, 23062, 23208, 51552, 55300, 55361
GO:0005912	CC	e	adherens junction	14/412	162/19370	9.878453990832335e-06	5	14	0.0004947694241694023	60, 102, 1499, 1605, 2319, 3728, 4627, 4851, 6386, 7094, 10611, 10890, 11315, 90952
GO:0005794	CC	e	Golgi apparatus	43/412	985/19370	1.1200501028523103e-05	5	43	0.0005454021750833611	102, 478, 811, 1075, 1200, 2194, 2529, 2717, 2734, 2896, 3340, 3482, 4040, 4121, 5552, 6653, 7779, 8509, 8985, 9375, 10890, 10905, 11226, 11311, 11345, 22931, 23062, 23193, 23315, 23499, 23673, 25844, 29952, 54602, 57192, 57613, 79844, 80762, 81876, 124583, 128338, 168537, 266727
GO:0032585	CC	e	multivesicular body membrane	5/412	16/19370	1.5295149836838163e-05	8	5	0.0007246593963237108	21, 6653, 9146, 54602, 55340
GO:0055037	CC	e	recycling endosome	12/412	126/19370	1.602261053516127e-05	8	12	0.000739148322845729	1200, 3688, 5901, 6653, 7037, 7124, 9482, 10890, 23208, 51552, 53916, 57007
GO:0012505	CC	e	endomembrane system	12/412	130/19370	2.1975694766364427e-05	2	12	0.0009877793057804318	5869, 5878, 9482, 10483, 10857, 22931, 23011, 23673, 26001, 51552, 55326, 81876
GO:0071556	CC	e	integral component of lumenal side of endoplasmic reticulum membrane	6/412	28/19370	2.2618591337086918e-05	6	6	0.0009912597653478341	811, 972, 3117, 3118, 3122, 3135
GO:0035577	CC	e	azurophil granule membrane	8/412	57/19370	2.5986321967336498e-05	8	8	0.0011110737172863629	527, 2040, 3916, 4126, 5547, 5660, 5878, 55004
GO:0071682	CC	e	endocytic vesicle lumen	5/412	18/19370	2.8965937762398345e-05	5	5	0.0012089830689877214	338, 811, 3039, 3040, 6678
GO:0005788	CC	e	endoplasmic reticulum lumen	19/412	306/19370	3.309688726726448e-05	5	19	0.0013492754274305727	102, 338, 410, 590, 718, 811, 1075, 1522, 1605, 2519, 5034, 5479, 5954, 7076, 8985, 9601, 10148, 10961, 23193
GO:0030906	CC	e	retromer, cargo-selective complex	3/412	4/19370	3.7612095468105736e-05	3	3	0.0014985000762633943	9559, 51699, 55737
GO:0005887	CC	e	integral component of plasma membrane	53/412	1400/19370	4.386981287955386e-05	4	53	0.001708972932841287	101, 480, 930, 970, 975, 1436, 1880, 2040, 2042, 2208, 2826, 2838, 3117, 3118, 3122, 3383, 3384, 3455, 3459, 3482, 3560, 3916, 4065, 4921, 6509, 6513, 6526, 6541, 6653, 7037, 7070, 7124, 7805, 8698, 9123, 9375, 9466, 9482, 10857, 29967, 51063, 54407, 54910, 55361, 55714, 57181, 57192, 58494, 64116, 79581, 81539, 81793, 92745
GO:0035580	CC	e	specific granule lumen	8/412	62/19370	4.8469798193249634e-05	7	8	0.0018471207876688393	1509, 1522, 1794, 3728, 4758, 8836, 54472, 124583
GO:0005839	CC	e	proteasome core complex	5/412	20/19370	5.060623836331832e-05	2	5	0.0018875050181041918	5686, 5688, 5690, 5691, 5698
GO:0044754	CC	e	autolysosome	4/412	11/19370	5.912989963579109e-05	9	4	0.0021302300277337574	2512, 3916, 8031, 8878
GO:0045121	CC	e	membrane raft	16/412	240/19370	5.954436472273481e-05	4	16	0.0021302300277337574	480, 930, 1200, 1509, 2040, 3329, 3383, 3688, 3945, 6386, 7070, 7124, 11315, 23673, 55004, 55361
GO:0045335	CC	e	phagocytic vesicle	8/412	64/19370	6.114615191802018e-05	8	8	0.0021437840862457876	71, 998, 7879, 9482, 11151, 23208, 23673, 51552
GO:0098978	CC	e	glutamatergic synapse	19/412	332/19370	9.856458447641064e-05	4	19	0.003387916011512703	60, 102, 1605, 1627, 2319, 3312, 3688, 5216, 5335, 5534, 5552, 6678, 8775, 11151, 27445, 51104, 55914, 145581, 147381
GO:0030669	CC	e	clathrin-coated endocytic vesicle membrane	8/412	69/19370	0.00010531193772127192	8	8	0.003550227438949802	338, 972, 1213, 3117, 3118, 3122, 3482, 7037
GO:0055038	CC	e	recycling endosome membrane	9/412	89/19370	0.00011558927931162679	7	9	0.003823169936477014	3135, 6653, 8324, 10890, 10938, 23208, 23673, 51104, 51552
GO:0030670	CC	e	phagocytic vesicle membrane	8/412	72/19370	0.00014262331135900678	7	8	0.004629975274302572	527, 811, 3135, 7879, 10890, 11151, 23545, 57192
GO:1904724	CC	e	tertiary granule lumen	7/412	55/19370	0.00015751079321065536	5	7	0.0050202985545141614	226, 427, 1509, 1512, 4318, 8836, 124583
GO:0022625	CC	e	cytosolic large ribosomal subunit	7/412	56/19370	0.00017676133988041686	5	7	0.005505611979246615	6122, 6124, 6129, 6133, 6156, 6181, 7311
GO:0060473	CC	e	cortical granule	3/412	6/19370	0.00018215943798990513	9	3	0.005505611979246615	811, 3074, 4627
GO:0097208	CC	e	alveolar lamellar body	3/412	6/19370	0.00018215943798990513	10	3	0.005505611979246615	21, 1512, 3916
GO:0022626	CC	e	cytosolic ribosome	8/412	76/19370	0.00020869976036097144	6	8	0.0062008589815725915	3921, 6122, 6124, 6129, 6133, 6156, 6230, 7311
GO:0001891	CC	e	phagocytic cup	5/412	28/19370	0.00027886107488677824	2	5	0.008013827283221676	3936, 7124, 11151, 23208, 57192
