# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0001916	BP	e	positive regulation of T cell mediated cytotoxicity	6/349	24/19370	3.353265974278289e-06	9	6	0.0019487932024123901	567, 3122, 3123, 3133, 3134, 3135
GO:0006689	BP	e	ganglioside catabolic process	4/349	7/19370	3.4737846745318895e-06	9	4	0.0019487932024123901	2760, 3073, 3074, 4758
GO:0002486	BP	e	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	4/349	7/19370	3.4737846745318895e-06	7	4	0.0019487932024123901	3107, 3133, 3134, 3135
GO:0071346	BP	e	cellular response to interferon-gamma	10/349	92/19370	6.169343643195309e-06	6	10	0.003310523445405066	2597, 3113, 3799, 6348, 6349, 6772, 6814, 10096, 23521, 414062
GO:2000643	BP	e	positive regulation of early endosome to late endosome transport	4/349	8/19370	6.8487209059883105e-06	8	4	0.003432363350331401	4478, 7430, 23011, 25930
GO:0043123	BP	e	positive regulation of I-kappaB kinase/NF-kappaB signaling	14/349	185/19370	6.952607661504216e-06	8	14	0.003432363350331401	387, 958, 972, 1236, 1653, 2597, 3123, 7037, 7124, 7706, 8743, 8795, 29110, 54602
GO:0006622	BP	e	protein targeting to lysosome	5/349	18/19370	1.3034118639021561e-05	9	5	0.005958040453437188	4074, 6653, 7805, 7879, 8031
GO:0042026	BP	e	protein refolding	5/349	18/19370	1.3034118639021561e-05	3	5	0.005958040453437188	567, 3309, 3312, 3313, 6782
GO:0051085	BP	e	chaperone cofactor-dependent protein refolding	6/349	31/19370	1.6491134205655532e-05	5	6	0.007269056370221449	972, 3309, 3312, 3313, 6767, 6782
GO:0071803	BP	e	positive regulation of podosome assembly	4/349	10/19370	1.996615985308032e-05	8	4	0.008497322238162667	387, 3936, 4478, 7124
GO:0002476	BP	e	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	3/349	4/19370	2.2888327364639152e-05	5	3	0.009416257877812547	3133, 3134, 3135
GO:0034975	BP	e	protein folding in endoplasmic reticulum	4/349	11/19370	3.0929753342771745e-05	3	4	0.012314032766338351	811, 2923, 3309, 7184
GO:0070098	BP	e	chemokine-mediated signaling pathway	8/349	70/19370	3.659011905179621e-05	7	8	0.014112351541789652	1235, 2185, 2826, 2833, 3627, 6348, 6349, 414062
GO:0018279	BP	e	protein N-linked glycosylation via asparagine	5/349	23/19370	4.75315929076497e-05	9	5	0.017776815747460987	4245, 4247, 4249, 6480, 201595
GO:0038110	BP	e	interleukin-2-mediated signaling pathway	3/349	5/19370	5.645477468519257e-05	7	3	0.0204930832107249	3560, 3561, 3716
GO:0010818	BP	e	T cell chemotaxis	4/349	13/19370	6.512591999601865e-05	9	4	0.022965260131167495	1880, 2833, 3627, 6348
GO:0010033	BP	e	response to organic substance	5/349	25/19370	7.28604490672543e-05	3	5	0.02497899062189035	1075, 2618, 5518, 6647, 7076
GO:1901998	BP	e	toxin transport	6/349	40/19370	7.500029708374281e-05	4	6	0.02501766666506902	102, 3309, 4040, 7203, 10694, 22948
GO:0032781	BP	e	positive regulation of ATPase activity	5/349	26/19370	8.888343614442443e-05	6	5	0.02812818894601247	483, 5216, 8775, 11345, 51726
GO:0032703	BP	e	negative regulation of interleukin-2 production	5/349	26/19370	8.888343614442443e-05	8	5	0.02812818894601247	1378, 3902, 7128, 7430, 7805
GO:0006959	BP	e	humoral immune response	7/349	61/19370	0.00010980958288027308	3	7	0.0319741853833251	1235, 1880, 3123, 4851, 6480, 7124, 10148
GO:0016236	BP	e	macroautophagy	7/349	61/19370	0.00010980958288027308	5	7	0.0319741853833251	7415, 9525, 9779, 10254, 11337, 11345, 81631
GO:1901164	BP	e	negative regulation of trophoblast cell migration	3/349	6/19370	0.00011139928467695506	8	3	0.0319741853833251	397, 811, 7076
GO:0036016	BP	e	cellular response to interleukin-3	3/349	6/19370	0.00011139928467695506	6	3	0.0319741853833251	1439, 2932, 3563
GO:1904874	BP	e	positive regulation of telomerase RNA localization to Cajal body	4/349	15/19370	0.00012083152256524242	5	4	0.0338932420795505	7203, 8607, 10694, 22948
GO:0009615	BP	e	response to virus	9/349	110/19370	0.000169637484558028	5	9	0.04652590743144848	338, 2023, 3459, 4599, 5683, 7124, 9636, 22948, 29110
GO:0006886	BP	e	intracellular protein transport	15/349	279/19370	0.00017521393345186056	6	15	0.04701066014484485	163, 375, 972, 5869, 6814, 7805, 8676, 8775, 8907, 9632, 9779, 9784, 23011, 23673, 64374
GO:0006357	BP	p	regulation of transcription by RNA polymerase II	6/349	1594/19370	1.5785325376652489e-06	10	6	0.0011460146223449706	387, 5216, 7124, 8607, 51230, 60468
GO:0042612	CC	e	MHC class I protein complex	5/349	8/19370	9.884844301716801e-08	5	5	6.210342957430255e-05	567, 3107, 3133, 3134, 3135
GO:0042470	CC	e	melanosome	17/349	100/19370	2.4576761077349844e-07	8	17	6.210342957430255e-05	483, 1509, 2923, 3309, 3312, 3326, 3916, 5869, 5901, 6520, 7037, 7184, 7531, 9601, 23193, 27044, 51393
GO:0000228	CC	e	nuclear chromosome	14/349	52/19370	3.3565710282967433e-07	6	14	6.210342957430255e-05	8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 121504, 554313
GO:0042613	CC	e	MHC class II protein complex	10/349	17/19370	3.430372559052533e-07	5	10	6.210342957430255e-05	567, 972, 3108, 3109, 3112, 3113, 3117, 3118, 3122, 3123
GO:0031901	CC	e	early endosome membrane	15/349	167/19370	3.744361627728021e-07	7	15	6.210342957430255e-05	567, 2047, 3107, 3122, 3133, 3134, 3135, 4040, 5869, 6653, 9110, 10254, 23011, 23673, 55361
GO:1904813	CC	e	ficolin-1-rich granule lumen	21/349	124/19370	3.83194462063984e-07	5	21	6.210342957430255e-05	226, 327, 427, 1509, 1512, 1522, 1915, 1938, 2495, 3312, 3326, 3837, 4282, 5223, 5315, 5683, 7415, 9961, 10213, 10694, 51719
GO:0030669	CC	e	clathrin-coated endocytic vesicle membrane	11/349	69/19370	4.1970018905302233e-07	8	11	6.210342957430255e-05	163, 338, 972, 3113, 3117, 3118, 3122, 3123, 3482, 4074, 7037
GO:0009897	CC	e	external side of plasma membrane	27/349	294/19370	4.2334907529216614e-07	3	27	6.210342957430255e-05	567, 811, 930, 958, 969, 972, 1235, 1236, 1605, 2208, 2826, 2833, 3123, 3133, 3134, 3135, 3560, 3561, 3563, 3627, 3902, 3916, 4065, 7037, 7124, 10148, 10159
GO:0005768	CC	e	endosome	25/349	295/19370	4.467795681956508e-07	7	25	6.210342957430255e-05	387, 999, 2896, 3482, 3560, 3561, 3716, 4074, 5869, 6653, 7037, 7046, 7430, 9110, 9375, 9525, 9784, 10652, 10890, 23011, 25930, 51284, 54741, 55300, 55361
GO:0012507	CC	e	ER to Golgi transport vesicle membrane	12/349	54/19370	4.7004374801995613e-07	7	12	6.210342957430255e-05	567, 972, 3107, 3113, 3117, 3118, 3122, 3123, 3133, 3134, 3135, 9632
GO:0071556	CC	e	integral component of lumenal side of endoplasmic reticulum membrane	11/349	28/19370	4.962026637593894e-07	6	11	6.210342957430255e-05	811, 972, 3107, 3113, 3117, 3118, 3122, 3123, 3133, 3134, 3135
GO:0000786	CC	e	nucleosome	20/349	107/19370	5.181080748007255e-07	3	20	6.210342957430255e-05	3006, 3008, 3009, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 121504, 126961, 333932, 554313, 653604
GO:0030670	CC	e	phagocytic vesicle membrane	10/349	72/19370	6.309171108266675e-07	7	10	6.210342957430255e-05	567, 811, 3107, 3133, 3134, 3135, 6890, 7096, 7879, 10890
GO:0032991	CC	e	protein-containing complex	35/349	640/19370	6.457624988590876e-07	1	35	6.210342957430255e-05	60, 375, 930, 969, 972, 3309, 3326, 4627, 5901, 6647, 6767, 6772, 7184, 7415, 7430, 7453, 7805, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 9784, 10723, 10963, 121504, 201595, 554313
GO:0022625	CC	e	cytosolic large ribosomal subunit	12/349	56/19370	6.487465750054594e-07	5	12	6.210342957430255e-05	6123, 6124, 6129, 6132, 6138, 6154, 6156, 6160, 6176, 6181, 23521, 25873
GO:0005765	CC	e	lysosomal membrane	26/349	330/19370	6.508616582096391e-07	7	26	6.210342957430255e-05	949, 972, 1509, 2896, 3108, 3109, 3112, 3113, 3117, 3118, 3122, 3123, 3134, 3312, 3326, 3799, 3916, 4074, 4758, 5660, 6520, 7805, 7879, 8907, 10159, 55361
GO:0005764	CC	e	lysosome	28/349	275/19370	6.531717936860427e-07	7	28	6.210342957430255e-05	427, 811, 949, 1075, 1509, 1512, 1522, 2517, 2717, 2896, 3112, 3122, 3312, 3916, 4125, 4758, 5538, 5660, 6647, 7128, 7805, 7879, 9476, 10159, 10437, 11337, 51284, 92799
GO:0005925	CC	e	focal adhesion	45/349	418/19370	6.647798649752684e-07	5	45	6.210342957430255e-05	60, 102, 308, 375, 387, 567, 811, 976, 1605, 2185, 2923, 3309, 3312, 3313, 3482, 3676, 3678, 3716, 3936, 4082, 4478, 4627, 5216, 6124, 6129, 6132, 6156, 6160, 6176, 6181, 6207, 6208, 6223, 7094, 7171, 7184, 7430, 7531, 10096, 10525, 10890, 23011, 23521, 51495, 83660
GO:0035578	CC	e	azurophil granule lumen	13/349	91/19370	7.259826400259763e-07	7	13	6.210342957430255e-05	1075, 2512, 2517, 2717, 2760, 2896, 3074, 4125, 7415, 10383, 10694, 81567, 387921
GO:0009986	CC	e	cell surface	45/349	578/19370	7.421514167373217e-07	2	45	6.210342957430255e-05	102, 811, 949, 958, 972, 1235, 1236, 1378, 1522, 2023, 2826, 2923, 3107, 3108, 3113, 3122, 3123, 3133, 3134, 3309, 3326, 3482, 3560, 3561, 3676, 3678, 4040, 4282, 4478, 4851, 5045, 5795, 6520, 6653, 6678, 7037, 7046, 7094, 7124, 8795, 9601, 22918, 23071, 51393, 83986
GO:0043231	CC	e	intracellular membrane-bounded organelle	43/349	844/19370	7.439657849745314e-07	4	43	6.210342957430255e-05	102, 338, 490, 645, 949, 958, 1075, 1512, 1605, 2539, 2597, 2760, 3073, 3108, 3109, 3113, 3309, 4125, 4758, 5538, 5547, 5660, 5685, 5869, 6678, 6782, 7037, 7415, 9779, 9784, 10254, 10437, 22934, 23042, 23193, 23673, 25930, 29110, 29997, 54602, 55890, 81631, 93185
GO:0005788	CC	e	endoplasmic reticulum lumen	22/349	306/19370	7.953490662775094e-07	5	22	6.337485969020336e-05	102, 334, 338, 567, 811, 1075, 1522, 1605, 2923, 3309, 4924, 7076, 7184, 7873, 9601, 10148, 10525, 23071, 23193, 51726, 64374, 81567
GO:0010008	CC	e	endosome membrane	20/349	227/19370	8.398809071866925e-07	6	20	6.401353175209879e-05	338, 1509, 3112, 3113, 3117, 3118, 3482, 3916, 5045, 6653, 7037, 7879, 9375, 9525, 9779, 9784, 10159, 51284, 54741, 57132
GO:0000139	CC	e	Golgi membrane	40/349	587/19370	1.0140151721130225e-06	5	40	7.356905847441253e-05	102, 375, 567, 972, 2589, 2734, 3107, 3113, 3117, 3118, 3122, 3123, 3133, 3134, 3135, 4121, 4124, 4245, 4247, 4249, 4851, 5045, 6480, 6653, 7357, 7903, 8907, 9331, 9334, 10652, 10890, 11226, 11337, 11345, 23673, 51284, 54602, 54741, 64131, 79158
GO:0022626	CC	e	cytosolic ribosome	14/349	76/19370	1.0537172727814168e-06	6	14	7.356905847441253e-05	6124, 6129, 6132, 6138, 6154, 6156, 6160, 6176, 6207, 6208, 6223, 6230, 23521, 25873
GO:0043202	CC	e	lysosomal lumen	16/349	95/19370	1.1234230334655417e-06	6	16	7.356905847441253e-05	338, 427, 972, 1509, 2517, 2717, 2760, 3073, 3074, 3312, 4125, 4758, 5538, 5660, 10437, 81567
GO:0034774	CC	e	secretory granule lumen	15/349	115/19370	1.1331229770730966e-06	6	15	7.356905847441253e-05	226, 1512, 1915, 1938, 3312, 3326, 4282, 5223, 5315, 5683, 7415, 9961, 10213, 10694, 51719
GO:0044297	CC	e	cell body	10/349	77/19370	1.1918374067389921e-06	2	10	7.461753478619475e-05	2185, 7203, 7430, 10159, 10694, 10857, 11315, 11337, 22948, 51393
GO:0000781	CC	e	chromosome, telomeric region	15/349	160/19370	1.2587036789874133e-06	3	15	7.608646721603225e-05	4175, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 121504, 554313
GO:0042788	CC	e	polysomal ribosome	7/349	32/19370	1.32574707195315e-06	6	7	7.746782057112905e-05	1938, 6132, 6156, 6160, 6231, 6234, 25873
GO:0005794	CC	e	Golgi apparatus	40/349	985/19370	1.6008593453862576e-06	5	40	9.035612893083976e-05	102, 567, 811, 1075, 2589, 2717, 2734, 2896, 3107, 3482, 4040, 4121, 4245, 4247, 4249, 5538, 6653, 7096, 8676, 9331, 9334, 9375, 9779, 9784, 10652, 10890, 10963, 11226, 11322, 11345, 23042, 23193, 23673, 54602, 54741, 54928, 55830, 57613, 57630, 79158
GO:0005887	CC	e	integral component of plasma membrane	58/349	1400/19370	1.6845861248614924e-06	4	58	9.035612893083976e-05	490, 658, 930, 949, 953, 958, 969, 976, 1235, 1378, 1439, 1880, 2047, 2208, 2826, 2833, 3107, 3113, 3117, 3118, 3122, 3123, 3459, 3482, 3560, 3561, 3751, 3916, 4065, 4074, 5795, 6402, 6526, 6533, 6653, 7037, 7096, 7124, 7805, 8743, 9375, 10652, 10723, 10857, 10899, 11322, 27334, 51393, 54407, 55144, 55361, 55714, 55890, 81539, 81793, 151888, 221188, 286530
GO:0032588	CC	e	trans-Golgi network membrane	11/349	99/19370	1.7009425297876283e-06	4	11	9.035612893083976e-05	972, 3113, 3117, 3118, 3122, 3123, 3482, 4074, 8907, 54928, 122618
GO:0005576	CC	e	extracellular region	90/349	1840/19370	1.895217937069548e-06	2	90	9.771520716714463e-05	2, 226, 308, 327, 338, 427, 567, 811, 999, 1075, 1509, 1512, 1522, 1605, 1915, 1938, 2047, 2495, 2512, 2517, 2589, 2717, 2760, 2896, 3074, 3312, 3326, 3627, 3837, 3902, 4040, 4061, 4125, 4282, 4758, 4828, 4851, 5045, 5223, 5315, 5538, 5660, 5683, 6348, 6349, 6480, 6647, 6678, 7037, 7076, 7094, 7124, 7184, 7415, 7873, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 8743, 9636, 9961, 10148, 10213, 10383, 10437, 10525, 10653, 10694, 23071, 51719, 81567, 84467, 84695, 121504, 126961, 219972, 333932, 387921, 414062, 554313, 653604
GO:0070062	CC	e	extracellular exosome	181/349	2095/19370	1.9944160895240887e-06	6	181	9.989175442673507e-05	2, 16, 60, 102, 226, 308, 327, 334, 338, 375, 387, 397, 427, 483, 490, 567, 645, 811, 930, 949, 953, 958, 962, 972, 976, 999, 1075, 1362, 1378, 1509, 1512, 1522, 1605, 1891, 1915, 1938, 2023, 2047, 2208, 2495, 2512, 2517, 2539, 2597, 2618, 2717, 2734, 2745, 2760, 2787, 2896, 2923, 2937, 3073, 3074, 3094, 3107, 3122, 3123, 3133, 3309, 3312, 3313, 3326, 3482, 3676, 3837, 3916, 3936, 4065, 4082, 4121, 4124, 4125, 4245, 4249, 4282, 4478, 4522, 4627, 4758, 4924, 5037, 5045, 5119, 5198, 5216, 5223, 5315, 5518, 5538, 5547, 5660, 5682, 5683, 5685, 5795, 5869, 5901, 6124, 6154, 6156, 6160, 6181, 6207, 6208, 6223, 6230, 6231, 6234, 6520, 6647, 6653, 6767, 6782, 6814, 6897, 7037, 7076, 7094, 7128, 7171, 7184, 7203, 7415, 7430, 7453, 7531, 7879, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 8607, 8743, 8775, 8907, 9141, 9375, 9476, 9525, 9961, 10096, 10159, 10383, 10525, 10694, 10768, 10890, 11140, 11315, 11322, 22948, 23011, 23071, 23193, 25930, 27044, 51719, 55233, 55890, 57132, 59342, 80146, 81539, 81567, 83986, 93185, 121504, 126961, 333932, 554313, 653604
GO:0016020	CC	e	membrane	137/349	2116/19370	2.1836007892688795e-06	2	137	0.00010632922732189849	16, 60, 102, 163, 226, 308, 334, 397, 490, 567, 811, 953, 962, 972, 976, 1075, 1362, 1653, 1891, 1915, 1938, 2023, 2512, 2539, 2589, 2597, 2734, 2787, 2896, 3073, 3074, 3107, 3108, 3117, 3123, 3134, 3135, 3309, 3312, 3326, 3482, 3560, 3561, 3676, 3716, 3799, 3837, 3916, 4074, 4121, 4124, 4245, 4247, 4249, 4522, 4599, 4627, 4758, 4924, 5045, 5216, 5223, 5518, 5538, 5869, 5901, 6123, 6124, 6129, 6132, 6138, 6154, 6156, 6160, 6181, 6207, 6208, 6223, 6231, 6520, 6653, 6890, 7037, 7096, 7171, 7184, 7357, 7430, 7531, 8294, 8359, 8360, 8361, 8362, 8363, 8364, 8365, 8366, 8367, 8368, 8370, 8540, 8607, 8775, 8907, 9110, 9375, 9780, 9784, 9961, 10096, 10478, 10525, 10857, 10899, 23193, 23521, 23788, 25873, 27044, 51719, 51726, 54928, 55127, 55144, 55300, 55361, 55714, 55830, 57515, 65065, 81793, 84695, 93185, 121504, 201595, 554313
GO:0005886	CC	e	plasma membrane	131/349	4469/19370	3.4514157719734177e-06	3	131	0.0001635224823856595	60, 102, 163, 334, 338, 375, 387, 483, 490, 567, 645, 658, 930, 949, 953, 958, 962, 972, 976, 999, 1235, 1236, 1362, 1378, 1439, 1522, 1605, 1880, 1915, 1938, 2023, 2047, 2208, 2597, 2734, 2787, 2826, 2833, 2896, 2932, 3069, 3094, 3107, 3113, 3117, 3118, 3122, 3123, 3133, 3134, 3135, 3309, 3312, 3326, 3459, 3482, 3560, 3561, 3563, 3676, 3678, 3751, 3783, 3902, 3916, 3936, 4040, 4061, 4074, 4082, 4282, 4478, 4627, 4758, 4851, 5045, 5547, 5660, 5795, 5869, 6402, 6520, 6526, 6533, 6647, 6653, 6678, 6814, 7037, 7046, 7094, 7096, 7124, 7184, 7430, 7531, 7879, 8578, 8676, 8775, 8795, 8907, 9780, 10011, 10148, 10159, 10653, 10723, 10857, 10890, 11315, 11322, 11337, 22918, 27334, 28982, 50615, 51284, 51393, 54407, 55144, 55300, 55361, 55890, 57515, 81539, 81793, 83660, 93185, 121227, 151888
GO:0005829	CC	e	cytosol	151/349	5286/19370	3.5622743571421955e-06	2	151	0.00016433334073869126	16, 60, 163, 226, 308, 327, 338, 375, 387, 397, 567, 645, 811, 1512, 1605, 1653, 1891, 1915, 1938, 1964, 2023, 2047, 2185, 2495, 2512, 2539, 2597, 2618, 2745, 2760, 2932, 2937, 3069, 3073, 3094, 3309, 3312, 3326, 3560, 3561, 3716, 3799, 3837, 3916, 3936, 4121, 4282, 4478, 4522, 4599, 4627, 4851, 5037, 5119, 5198, 5216, 5223, 5315, 5518, 5538, 5682, 5683, 5685, 5901, 6124, 6129, 6132, 6138, 6154, 6156, 6160, 6176, 6181, 6207, 6208, 6223, 6230, 6231, 6234, 6348, 6647, 6767, 6772, 6814, 6897, 7094, 7128, 7171, 7184, 7203, 7415, 7430, 7453, 7531, 7706, 7805, 7873, 7879, 8540, 8607, 8775, 8907, 9110, 9141, 9525, 9632, 9636, 9779, 9784, 9961, 10011, 10096, 10213, 10254, 10318, 10383, 10437, 10478, 10652, 10694, 10768, 10890, 10963, 11140, 11315, 11337, 11345, 22934, 22948, 23011, 23521, 25873, 25930, 27044, 29110, 29997, 51230, 51637, 51719, 54928, 55233, 55300, 55361, 55684, 57132, 57630, 59342, 60468, 65065, 80790, 81631
GO:0048471	CC	e	perinuclear region of cytoplasm	32/349	708/19370	3.894566643793764e-06	2	32	0.00017505577760437097	375, 811, 999, 2185, 2589, 2597, 3312, 3326, 3482, 3799, 3916, 3936, 4074, 4245, 4478, 4599, 6526, 6772, 7037, 7184, 7415, 7430, 7805, 7873, 9961, 10890, 11226, 11315, 11337, 51637, 54602, 57630
GO:0030666	CC	e	endocytic vesicle membrane	9/349	71/19370	5.030105790896191e-06	6	9	0.00022044438628602555	163, 949, 972, 3113, 3117, 3118, 3122, 3123, 8578
GO:0030658	CC	e	transport vesicle membrane	7/349	39/19370	5.436044493516348e-06	6	7	0.00023242404871058923	972, 3113, 3117, 3118, 3122, 3123, 6653
GO:0042824	CC	e	MHC class I peptide loading complex	4/349	8/19370	6.8487209059883105e-06	3	4	0.000285852565433274	567, 811, 2923, 6890
GO:0022627	CC	e	cytosolic small ribosomal subunit	7/349	41/19370	7.703723925411059e-06	5	7	0.0003140611172382694	6207, 6208, 6223, 6230, 6231, 6234, 9636
GO:0045121	CC	e	membrane raft	16/349	240/19370	7.904125028746492e-06	4	16	0.00031490752671346815	490, 930, 962, 1509, 1938, 2047, 2185, 5045, 5538, 7046, 7096, 7124, 10376, 11315, 23673, 55361
GO:0030667	CC	e	secretory granule membrane	10/349	97/19370	9.93756741108349e-06	6	10	0.0003871234593695413	387, 976, 1378, 3107, 3482, 5869, 6402, 7879, 10890, 22918
GO:0071682	CC	e	endocytic vesicle lumen	5/349	18/19370	1.3034118639021561e-05	5	5	0.0004967132603088	338, 811, 6678, 7184, 10525
GO:0005615	CC	e	extracellular space	50/349	1492/19370	2.5104400817632372e-05	2	50	0.0009363407368789266	2, 60, 226, 338, 427, 567, 811, 1075, 1362, 1378, 1509, 1512, 1522, 1605, 1915, 2023, 2896, 2923, 3123, 3133, 3134, 3135, 3312, 3627, 3936, 4125, 4282, 4478, 4924, 5660, 6348, 6349, 6647, 6653, 6678, 7037, 7076, 7124, 7430, 7873, 9110, 9450, 9476, 9601, 10148, 64131, 64374, 84695, 121227, 414062
GO:0005802	CC	e	trans-Golgi network	13/349	181/19370	2.5737078048008185e-05	4	13	0.0009399395378782989	102, 375, 999, 2896, 3482, 4074, 4924, 5045, 6653, 10890, 23011, 55300, 55361
GO:0044754	CC	e	autolysosome	4/349	11/19370	3.0929753342771745e-05	9	4	0.0011065277063240584	2495, 2512, 3916, 8031
GO:0055038	CC	e	recycling endosome membrane	9/349	89/19370	3.2314510741236436e-05	7	9	0.0011329467465877494	567, 2923, 3107, 3133, 3134, 3135, 6653, 10890, 23673
GO:0000421	CC	e	autophagosome membrane	6/349	35/19370	3.4213370916754795e-05	6	6	0.0011760007689621795	3916, 7879, 10159, 11337, 11345, 81631
GO:0098978	CC	e	glutamatergic synapse	18/349	332/19370	3.606443695771926e-05	4	18	0.001215787653593882	60, 102, 163, 375, 387, 490, 999, 1605, 2047, 2185, 2932, 3312, 3751, 5216, 6678, 7415, 7531, 8775
GO:0005856	CC	e	cytoskeleton	20/349	400/19370	4.234583924477087e-05	5	20	0.0014006086074732703	60, 387, 397, 1378, 1605, 2185, 2734, 3094, 3716, 4478, 5216, 7094, 7171, 7203, 9168, 9375, 9961, 10383, 10890, 57613
GO:0033116	CC	e	endoplasmic reticulum-Golgi intermediate compartment membrane	8/349	75/19370	6.048284446441532e-05	5	8	0.001963452339742964	811, 1075, 1522, 2589, 4245, 6890, 9780, 10652
GO:0043025	CC	e	neuronal cell body	18/349	354/19370	8.243143500537756e-05	3	18	0.0026273146466259433	102, 338, 658, 958, 2185, 3326, 3676, 3783, 3916, 4040, 5538, 6533, 6647, 10652, 10857, 54407, 55361, 81539
