# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006898	BP	e	receptor-mediated endocytosis	7/284	70/19370	7.367208948632125e-05	6	7	0.037885872018340705	950, 2213, 3482, 3684, 3689, 4037, 6653
GO:0032729	BP	e	positive regulation of interferon-gamma production	7/284	72/19370	8.830374043854888e-05	8	7	0.04359379057970281	3115, 3329, 4049, 7124, 8809, 9466, 51284
GO:0006689	BP	e	ganglioside catabolic process	3/284	7/19370	0.00010449915757780962	9	3	0.04960494626251255	3073, 3074, 4758
GO:0006357	BP	p	regulation of transcription by RNA polymerase II	6/284	1594/19370	2.634633347976187e-05	10	6	0.022193498404742162	4738, 5216, 5573, 7124, 8467, 8804
GO:0042613	CC	e	MHC class II protein complex	8/284	17/19370	1.0182965214239991e-07	5	8	7.277686413173273e-05	567, 972, 3109, 3111, 3115, 3117, 3118, 3122
GO:0071556	CC	e	integral component of lumenal side of endoplasmic reticulum membrane	8/284	28/19370	1.2305480329844672e-07	6	8	7.277686413173273e-05	811, 972, 3115, 3117, 3118, 3122, 3133, 6892
GO:0043202	CC	e	lysosomal lumen	20/284	95/19370	1.4555393881213148e-07	6	20	7.277686413173273e-05	338, 950, 972, 1200, 1509, 1520, 2517, 2548, 2717, 3073, 3074, 4125, 4126, 4758, 5641, 5660, 10437, 23324, 23646, 196463
GO:0001772	CC	e	immunological synapse	9/284	43/19370	1.798420793343856e-07	2	9	7.277686413173273e-05	396, 490, 975, 3122, 3383, 4627, 5573, 7430, 259307
GO:0042470	CC	e	melanosome	18/284	100/19370	2.4745297147951365e-07	8	18	7.277686413173273e-05	302, 309, 483, 1200, 1509, 2040, 2194, 3688, 5034, 5869, 5878, 6386, 6513, 6520, 7037, 10672, 10961, 23193
GO:0010008	CC	e	endosome membrane	23/284	227/19370	2.59270779680707e-07	6	23	7.277686413173273e-05	338, 537, 950, 1509, 3111, 3115, 3117, 3118, 3482, 3688, 6233, 6653, 7037, 7323, 7879, 9375, 9559, 10159, 23062, 51284, 51296, 57192, 80762
GO:0031902	CC	e	late endosome membrane	15/284	127/19370	3.760347132790679e-07	7	15	7.277686413173273e-05	302, 309, 950, 3109, 3122, 7879, 9482, 9528, 10581, 11342, 23516, 23646, 55004, 57192, 220002
GO:0009897	CC	e	external side of plasma membrane	23/284	294/19370	3.7711262399616824e-07	3	23	7.277686413173273e-05	100, 567, 811, 930, 931, 939, 972, 2208, 2213, 2826, 3133, 3383, 3560, 3570, 3684, 3688, 3689, 4065, 5034, 7037, 7124, 9466, 10159
GO:0005768	CC	e	endosome	22/284	295/19370	3.963821074036614e-07	7	22	7.277686413173273e-05	302, 2319, 2896, 3482, 3560, 3716, 5867, 5869, 5878, 6653, 7037, 7430, 9110, 9375, 9482, 9559, 10890, 23011, 51284, 53916, 55300, 55361
GO:0009986	CC	e	cell surface	34/284	578/19370	4.457427211707569e-07	2	34	7.277686413173273e-05	100, 101, 102, 302, 506, 811, 931, 972, 1522, 1829, 2023, 2826, 3115, 3122, 3133, 3329, 3383, 3482, 3560, 3676, 3684, 3688, 3689, 4282, 4851, 4853, 6520, 6653, 7037, 7124, 8754, 8795, 10961, 375387
GO:0005765	CC	e	lysosomal membrane	35/284	330/19370	4.5667170875588143e-07	7	35	7.277686413173273e-05	302, 309, 950, 972, 1509, 2548, 2782, 2896, 3109, 3111, 3115, 3117, 3118, 3122, 4758, 5660, 5878, 6520, 7805, 7879, 9482, 9528, 10159, 10581, 11182, 11342, 23516, 23646, 51296, 51552, 55004, 55332, 55361, 57192, 220002
GO:0045121	CC	e	membrane raft	16/284	240/19370	5.492393966232634e-07	4	16	7.935330150522537e-05	302, 490, 930, 1200, 1509, 2040, 3329, 3383, 3688, 3945, 5230, 6386, 7124, 55004, 55361, 203068
GO:0000139	CC	e	Golgi membrane	38/284	587/19370	5.97246989402643e-07	5	38	7.935330150522537e-05	102, 567, 950, 972, 998, 2132, 2734, 3115, 3117, 3118, 3122, 3133, 4121, 4248, 4851, 4853, 5768, 6480, 6513, 6653, 6892, 7357, 7903, 9528, 10329, 10678, 10890, 11226, 11342, 23315, 23646, 51284, 51552, 54972, 55501, 79158, 80762, 113189
GO:0005764	CC	e	lysosome	33/284	275/19370	6.990175203370834e-07	7	33	7.935330150522537e-05	54, 100, 811, 1075, 1200, 1509, 1512, 1520, 1522, 2517, 2519, 2548, 2717, 2896, 3122, 4125, 4126, 4758, 5641, 5660, 7805, 7879, 9528, 9559, 10159, 10437, 23324, 51284, 51552, 55004, 55332, 57192, 259307
GO:0031982	CC	e	vesicle	17/284	160/19370	7.065381979347899e-07	4	17	7.935330150522537e-05	60, 302, 975, 1072, 2040, 2319, 2597, 2665, 2950, 3304, 4282, 5867, 6233, 7430, 9482, 9559, 29952
GO:0030669	CC	e	clathrin-coated endocytic vesicle membrane	10/284	69/19370	7.242742864139222e-07	8	10	7.935330150522537e-05	163, 338, 950, 972, 3115, 3117, 3118, 3122, 3482, 7037
GO:0035578	CC	e	azurophil granule lumen	15/284	91/19370	8.851047206656156e-07	7	15	9.126991619569553e-05	302, 1075, 2512, 2517, 2519, 2665, 2717, 2896, 3074, 4125, 6386, 8804, 29952, 54472, 203068
GO:0005925	CC	e	focal adhesion	34/284	418/19370	1.0487364815326718e-06	5	34	0.00010078382544657885	60, 102, 309, 391, 567, 811, 950, 975, 976, 998, 1072, 2319, 2665, 3304, 3383, 3482, 3676, 3688, 3689, 3716, 3936, 4627, 5034, 5216, 6133, 6156, 6223, 6235, 6386, 7430, 8754, 10672, 10890, 23011
GO:0012507	CC	e	ER to Golgi transport vesicle membrane	8/284	54/19370	1.1222890742737077e-06	7	8	0.00010078382544657885	567, 972, 3115, 3117, 3118, 3122, 3133, 55014
GO:0031901	CC	e	early endosome membrane	14/284	167/19370	1.149843986840603e-06	7	14	0.00010078382544657885	567, 3122, 3133, 5867, 5869, 5878, 6653, 9110, 23011, 23062, 23516, 23646, 51552, 55361
GO:0005615	CC	e	extracellular space	51/284	1492/19370	1.4828728339021257e-06	2	51	0.0001237845751347822	2, 60, 100, 213, 302, 338, 567, 811, 931, 1072, 1075, 1362, 1509, 1512, 1520, 1522, 1915, 2023, 2040, 2519, 2896, 2950, 3133, 3329, 3383, 3684, 3936, 4049, 4050, 4125, 4282, 5230, 5552, 5660, 5768, 6233, 6386, 6653, 7037, 7124, 7430, 8744, 8754, 8804, 8985, 9110, 9111, 9860, 10507, 64218, 64374
GO:0070062	CC	e	extracellular exosome	147/284	2095/19370	1.702572900771494e-06	6	147	0.00013566410432056496	2, 60, 102, 213, 302, 309, 327, 338, 391, 396, 397, 483, 490, 506, 537, 567, 811, 930, 931, 950, 972, 975, 976, 998, 1072, 1075, 1200, 1362, 1509, 1512, 1522, 1824, 1829, 1915, 2023, 2040, 2132, 2194, 2208, 2319, 2512, 2517, 2519, 2548, 2597, 2617, 2665, 2717, 2734, 2745, 2782, 2896, 2950, 3073, 3074, 3081, 3094, 3122, 3133, 3304, 3329, 3383, 3482, 3676, 3684, 3688, 3689, 3936, 3939, 3945, 4065, 4121, 4125, 4282, 4627, 4628, 4738, 4758, 4811, 4831, 5034, 5093, 5216, 5224, 5230, 5351, 5518, 5547, 5641, 5660, 5688, 5691, 5768, 5867, 5869, 5878, 6156, 6223, 6230, 6233, 6235, 6386, 6513, 6520, 6653, 6782, 7037, 7297, 7322, 7323, 7430, 7879, 8743, 8754, 8804, 8985, 9144, 9375, 9528, 9961, 10067, 10159, 10672, 10890, 11060, 11313, 23011, 23193, 23324, 23646, 29952, 51552, 51768, 54472, 54972, 55004, 55748, 65108, 80146, 81539, 113189, 126961, 196463, 203068, 255743, 333932, 653604
GO:0005576	CC	e	extracellular region	59/284	1840/19370	1.786013455253779e-06	2	59	0.0001361252863939076	2, 213, 302, 327, 338, 567, 811, 939, 1075, 1509, 1512, 1520, 1522, 1915, 2512, 2517, 2519, 2665, 2717, 2896, 2950, 3074, 3304, 3570, 4061, 4125, 4282, 4758, 4811, 4831, 4851, 4853, 5034, 5552, 5641, 5660, 5768, 6386, 6480, 7037, 7124, 8743, 8804, 9214, 9961, 10437, 29952, 54472, 55937, 80762, 126961, 196463, 203068, 219972, 255743, 259307, 333932, 375387, 653604
GO:1904813	CC	e	ficolin-1-rich granule lumen	11/284	124/19370	2.1658521690422135e-06	5	11	0.00015819745218045834	327, 1509, 1512, 1520, 1522, 1915, 2950, 3304, 4282, 4831, 9961
GO:0005887	CC	e	integral component of plasma membrane	48/284	1400/19370	2.2938733196885214e-06	4	48	0.0001608463971765591	101, 490, 930, 931, 939, 975, 976, 1269, 2040, 2208, 2213, 2826, 3117, 3118, 3122, 3383, 3384, 3459, 3482, 3560, 4065, 4853, 5098, 6513, 6526, 6541, 6653, 7037, 7124, 7805, 8698, 8743, 8910, 9375, 9466, 9482, 10154, 10329, 10507, 23516, 51063, 54407, 55361, 57192, 64218, 79581, 81539, 81793
GO:0043231	CC	e	intracellular membrane-bounded organelle	31/284	844/19370	2.612320348767035e-06	4	31	0.00017613067582263894	102, 338, 490, 1075, 1512, 1520, 1829, 2319, 2548, 2597, 3073, 3109, 4125, 4758, 5547, 5660, 5768, 5869, 6782, 7037, 8467, 10067, 10437, 11342, 23042, 23193, 29952, 51296, 51552, 57192, 220002
GO:0016020	CC	e	membrane	100/284	2116/19370	2.979198397183778e-06	2	100	0.0001934272144541912	60, 100, 102, 163, 302, 309, 396, 397, 490, 506, 567, 811, 950, 972, 975, 976, 998, 1072, 1075, 1362, 1915, 2023, 2040, 2132, 2194, 2319, 2512, 2548, 2597, 2665, 2734, 2782, 2896, 3073, 3074, 3115, 3117, 3295, 3329, 3383, 3384, 3482, 3560, 3676, 3688, 3689, 3716, 3939, 3945, 4047, 4121, 4627, 4758, 4853, 5093, 5098, 5216, 5230, 5518, 5573, 5869, 6133, 6156, 6223, 6233, 6386, 6513, 6520, 6541, 6653, 7037, 7297, 7357, 7430, 9110, 9111, 9375, 9961, 10061, 10154, 10528, 10672, 10961, 11060, 11182, 23193, 23344, 26020, 27173, 51024, 54900, 55300, 55361, 55501, 57192, 57674, 81793, 90231, 255743, 284996
GO:0005886	CC	e	plasma membrane	133/284	4469/19370	3.337225018859641e-06	3	133	0.00020893412350217678	60, 100, 101, 102, 163, 302, 338, 391, 483, 490, 506, 567, 930, 931, 939, 950, 972, 975, 976, 998, 1269, 1362, 1522, 1824, 1829, 1915, 2023, 2040, 2194, 2208, 2213, 2319, 2548, 2597, 2734, 2782, 2826, 2896, 2950, 3094, 3111, 3115, 3117, 3118, 3122, 3133, 3304, 3329, 3383, 3384, 3459, 3482, 3560, 3570, 3676, 3684, 3688, 3689, 3936, 4041, 4049, 4050, 4061, 4126, 4282, 4627, 4758, 4811, 4851, 4853, 5547, 5660, 5790, 5867, 5869, 5878, 6233, 6386, 6513, 6520, 6526, 6541, 6653, 7037, 7124, 7323, 7345, 7430, 7879, 8676, 8698, 8744, 8795, 8809, 8910, 9214, 9452, 9466, 9528, 9860, 10154, 10159, 10507, 10581, 10672, 10890, 11182, 23344, 23516, 27173, 50615, 51284, 51552, 51768, 53916, 54407, 54900, 55004, 55014, 55300, 55361, 57192, 64115, 64218, 64781, 65108, 79037, 79581, 81539, 81793, 84102, 144195, 375387
GO:0005794	CC	e	Golgi apparatus	34/284	985/19370	3.5821728037365827e-06	5	34	0.00021653616982586998	102, 213, 567, 811, 1075, 1200, 2132, 2194, 2717, 2734, 2896, 3482, 4121, 5552, 5768, 6653, 8676, 8910, 8985, 9375, 9452, 10329, 10890, 11226, 23042, 23062, 23193, 23315, 29952, 54900, 54972, 57192, 79158, 80762
GO:0016021	CC	e	integral component of membrane	82/284	3500/19370	7.867156470667841e-06	3	82	0.00045970417643602417	54, 102, 537, 950, 972, 975, 1362, 1824, 1829, 2132, 2734, 3109, 3111, 3459, 4037, 4041, 4050, 4121, 4248, 4851, 5790, 6480, 6513, 6520, 6526, 6653, 6892, 7357, 7903, 7905, 8676, 8744, 8754, 8795, 9144, 9214, 9452, 9482, 9528, 9860, 10067, 10159, 10581, 10678, 11182, 11226, 11342, 23315, 23516, 23646, 25864, 26001, 26020, 27173, 50615, 51284, 51296, 51768, 54900, 54972, 55014, 55281, 55332, 57192, 64115, 64418, 64781, 79037, 79158, 80146, 80762, 81539, 84102, 90231, 113189, 122618, 144195, 219972, 220002, 284996, 285368, 375387
GO:0030666	CC	e	endocytic vesicle membrane	8/284	71/19370	9.252759815274496e-06	6	8	0.000523228643747619	163, 950, 972, 3115, 3117, 3118, 3122, 6233
GO:0070821	CC	e	tertiary granule membrane	8/284	73/19370	1.1398465232737024e-05	7	8	0.0006244221735308751	101, 102, 2040, 2548, 3684, 3689, 10159, 51552
GO:0005802	CC	e	trans-Golgi network	12/284	181/19370	1.5430582174111924e-05	4	12	0.000819691228824794	102, 2896, 3482, 6653, 8985, 9482, 10890, 23011, 23062, 51552, 55300, 55361
GO:0048471	CC	e	perinuclear region of cytoplasm	26/284	708/19370	1.757442245756239e-05	2	26	0.0009061165461207902	302, 309, 811, 2040, 2319, 2597, 3304, 3482, 3688, 3936, 4831, 5641, 5867, 6526, 7037, 7430, 7805, 9482, 9961, 10483, 10890, 11226, 51552, 53916, 54472, 80762
GO:0035577	CC	e	azurophil granule membrane	7/284	57/19370	1.9109191878585496e-05	8	7	0.0009570975246617249	2040, 2548, 4126, 5547, 5660, 5878, 55004
GO:0001931	CC	e	uropod	4/284	12/19370	2.0413815360615985e-05	4	4	0.0009698532504415269	2319, 3384, 4627, 7430
GO:0030658	CC	e	transport vesicle membrane	6/284	39/19370	2.04703766493648e-05	6	6	0.0009698532504415269	972, 3115, 3117, 3118, 3122, 6653
GO:0005856	CC	e	cytoskeleton	18/284	400/19370	2.7636805764712217e-05	5	18	0.0012749294869879083	60, 391, 396, 397, 2040, 2734, 3094, 3716, 5034, 5216, 6386, 7297, 8910, 9375, 9961, 10890, 65108, 203068
GO:0016323	CC	e	basolateral plasma membrane	13/284	226/19370	3.0957846170705785e-05	4	13	0.0013915154958268523	302, 483, 490, 975, 2319, 6513, 6520, 6541, 7037, 7430, 8754, 23516, 81539
GO:0005770	CC	e	late endosome	10/284	138/19370	3.7218000458083646e-05	8	10	0.0016310788700755158	1520, 2896, 3482, 5641, 5660, 7879, 9482, 9528, 51552, 57192
GO:0072562	CC	e	blood microparticle	9/284	112/19370	4.055887613331959e-05	2	9	0.001717234878930535	2, 60, 213, 2040, 3304, 5216, 6386, 6513, 7037
GO:0045335	CC	e	phagocytic vesicle	7/284	64/19370	4.1143106055380754e-05	8	7	0.001717234878930535	998, 1520, 7879, 9482, 51552, 122618, 219972
GO:0005788	CC	e	endoplasmic reticulum lumen	15/284	306/19370	4.9564583217263554e-05	5	15	0.002020621264647977	102, 213, 338, 567, 811, 1075, 1522, 2519, 5034, 5768, 8985, 10961, 23193, 54972, 64374
GO:0060473	CC	e	cortical granule	3/284	6/19370	6.03693703809677e-05	9	3	0.002405170597223554	811, 3074, 4627
GO:0030670	CC	e	phagocytic vesicle membrane	7/284	72/19370	8.830374043854888e-05	7	7	0.0034399212664172484	567, 811, 3133, 6892, 7879, 10890, 57192
GO:0055037	CC	e	recycling endosome	9/284	126/19370	0.00010171695060196383	8	9	0.003793825838409417	1200, 3688, 6653, 7037, 7124, 9482, 10890, 51552, 53916
GO:0032588	CC	e	trans-Golgi network membrane	8/284	99/19370	0.0001045546942277967	4	8	0.003818424562110992	972, 3115, 3117, 3118, 3122, 3482, 10067, 122618
GO:0044853	CC	e	plasma membrane raft	5/284	33/19370	0.00011089112464402723	5	5	0.003967186561244484	931, 3684, 3689, 5573, 7430
GO:0012505	CC	e	endomembrane system	9/284	130/19370	0.0001292606139648442	2	9	0.004531877125607438	5869, 5878, 8676, 9482, 10483, 23011, 26001, 51552, 55014
GO:0005789	CC	e	endoplasmic reticulum membrane	30/284	972/19370	0.00015350180526033046	4	30	0.005276248325909005	338, 391, 537, 811, 950, 998, 2132, 4047, 4851, 4853, 5351, 6233, 6386, 6653, 6892, 7345, 8985, 10159, 10483, 10890, 11342, 23011, 23344, 23646, 27173, 51284, 54972, 55014, 122618, 375387
GO:0005783	CC	e	endoplasmic reticulum	31/284	1037/19370	0.000158477388117199	5	31	0.005342516564797112	213, 811, 1269, 1522, 2040, 2132, 2826, 2896, 3304, 4041, 4121, 5034, 5351, 6653, 6782, 6892, 7905, 8985, 9482, 9817, 10483, 10961, 11342, 23344, 51024, 51284, 54972, 64374, 80762, 122618, 375387
GO:0042824	CC	e	MHC class I peptide loading complex	3/284	8/19370	0.00016538427038546621	3	3	0.00547016275444759	567, 811, 6892
GO:0005769	CC	e	early endosome	13/284	268/19370	0.0001740798267364589	8	13	0.005651146967944675	302, 338, 3329, 3482, 5869, 5878, 6653, 7037, 9482, 9559, 23011, 51552, 122618
GO:0034688	CC	e	integrin alphaM-beta2 complex	2/284	2/19370	0.00021422391687295753	6	2	0.006827900477787175	3684, 3689
GO:0101003	CC	e	ficolin-1-rich granule membrane	6/284	61/19370	0.0002660322340301653	7	6	0.00832775904026571	101, 2548, 3689, 5547, 10159, 55004
GO:0035580	CC	e	specific granule lumen	6/284	62/19370	0.0002909576868410685	7	6	0.0089482250005683	567, 1509, 1522, 4758, 5768, 54472
GO:0055038	CC	e	recycling endosome membrane	7/284	89/19370	0.0003343247875999518	7	7	0.01010467849418475	567, 3133, 5867, 6653, 10067, 10890, 51552
GO:0005641	CC	e	nuclear envelope lumen	3/284	10/19370	0.00034675307616244055	6	3	0.010130969041879304	3482, 6653, 203068
GO:0032593	CC	e	insulin-responsive compartment	3/284	10/19370	0.00034675307616244055	9	3	0.010130969041879304	5867, 10890, 53916
GO:0005811	CC	e	lipid droplet	7/284	96/19370	0.0005302313366955691	5	7	0.015237631692251357	302, 338, 2597, 4047, 5878, 7879, 9144
GO:0030667	CC	e	secretory granule membrane	7/284	97/19370	0.0005644316468253303	6	7	0.015958849627174258	391, 976, 3482, 5869, 7879, 10890, 53916
GO:0097513	CC	e	myosin II filament	2/284	3/19370	0.0006364335076668512	6	2	0.017432311545937346	4627, 4628
GO:0034668	CC	e	integrin alpha4-beta1 complex	2/284	3/19370	0.0006364335076668512	6	2	0.017432311545937346	3676, 3688
GO:0033116	CC	e	endoplasmic reticulum-Golgi intermediate compartment membrane	6/284	75/19370	0.0008132569741006152	5	6	0.021932915009205824	537, 811, 1075, 1522, 6892, 55014
GO:0032154	CC	e	cleavage furrow	5/284	53/19370	0.0010561389640019185	4	5	0.02805169096811156	3384, 3688, 4627, 4628, 23011
GO:1904724	CC	e	tertiary granule lumen	5/284	55/19370	0.0012502202993644354	5	5	0.0327109878326247	567, 1509, 1512, 1520, 5768
GO:0062023	CC	e	collagen-containing extracellular matrix	14/284	374/19370	0.0013192397559245552	4	14	0.034009224884349196	2, 302, 309, 811, 1075, 1509, 1512, 1520, 1522, 3383, 4811, 5660, 8985, 255743
GO:0034774	CC	e	secretory granule lumen	7/284	115/19370	0.0015407845731529454	6	7	0.03914486024256686	1512, 1915, 2665, 2950, 4282, 4831, 9961
GO:0000785	CC	p	chromatin	2/284	978/19370	9.555361972448588e-05	2	2	0.0036414238125439947	60, 5347
GO:0023026	MF	e	MHC class II protein complex binding	10/284	27/19370	9.345720221012314e-08	4	10	0.0003928854974290903	567, 931, 972, 975, 3109, 3111, 3115, 3117, 3118, 3122
GO:0005178	MF	e	integrin binding	15/284	142/19370	1.7733491195174466e-07	4	15	0.0003928854974290903	102, 811, 975, 2208, 3383, 3384, 3676, 3684, 3688, 3689, 3936, 4627, 5034, 8754, 255743
GO:0004888	MF	e	transmembrane signaling receptor activity	13/284	157/19370	5.688226620959822e-07	3	13	0.0008401510719157657	939, 950, 976, 2213, 3383, 4851, 6653, 9214, 9466, 10507, 50615, 51284, 81793
GO:0003925	MF	e	G protein activity	7/284	39/19370	1.3924938679882805e-06	8	7	0.0012340280658112142	998, 5867, 5869, 5878, 7879, 10890, 53916
GO:0005515	MF	e	protein binding	228/284	12368/19370	3.598872520222438e-06	2	228	0.002278086305300803	2, 60, 100, 101, 102, 163, 213, 302, 309, 327, 338, 391, 396, 397, 483, 490, 506, 537, 567, 811, 931, 939, 950, 972, 975, 976, 998, 1072, 1075, 1200, 1269, 1329, 1509, 1512, 1522, 1824, 1915, 2023, 2040, 2132, 2194, 2208, 2213, 2319, 2512, 2517, 2519, 2597, 2617, 2665, 2717, 2745, 2782, 2826, 2896, 2950, 3073, 3074, 3081, 3094, 3109, 3111, 3115, 3117, 3118, 3122, 3133, 3304, 3329, 3383, 3459, 3482, 3560, 3570, 3612, 3676, 3684, 3688, 3689, 3716, 3839, 3939, 3945, 4041, 4047, 4049, 4061, 4248, 4282, 4627, 4628, 4738, 4758, 4831, 4851, 4853, 5034, 5093, 5216, 5224, 5230, 5347, 5351, 5518, 5547, 5552, 5573, 5660, 5688, 5691, 5790, 5867, 5869, 5878, 6133, 6156, 6223, 6230, 6233, 6386, 6480, 6513, 6520, 6541, 6628, 6653, 6782, 6892, 7037, 7124, 7297, 7322, 7323, 7345, 7357, 7430, 7805, 7879, 7905, 8467, 8676, 8698, 8743, 8754, 8795, 8809, 8985, 9110, 9111, 9144, 9452, 9466, 9482, 9528, 9559, 9805, 9817, 9860, 9961, 10154, 10159, 10329, 10437, 10483, 10498, 10507, 10528, 10672, 10678, 10890, 10961, 11060, 11182, 11226, 11313, 11342, 23011, 23062, 23170, 23193, 23315, 23324, 23344, 23386, 23646, 26001, 26020, 27173, 50615, 51024, 51284, 51296, 51552, 53916, 54407, 54472, 54900, 55004, 55014, 55032, 55281, 55332, 55361, 55739, 57192, 64115, 64218, 64374, 64781, 65108, 79037, 79158, 79581, 80762, 80774, 81539, 81793, 84102, 90231, 91582, 126298, 126961, 196463, 203068, 220002, 259307, 333932, 653604
GO:0042802	MF	e	identical protein binding	45/284	1491/19370	4.6102919530737694e-06	3	45	0.002553525455508734	60, 213, 302, 309, 327, 567, 931, 972, 998, 1075, 2040, 2194, 2512, 2597, 2617, 3074, 3081, 3482, 3612, 3939, 3945, 4282, 4627, 4831, 4851, 5224, 5347, 5688, 6223, 6386, 6513, 7037, 7124, 7430, 8743, 9111, 9817, 9961, 23344, 51024, 57192, 64115, 64374, 80146, 81793
GO:0032395	MF	e	MHC class II receptor activity	4/284	10/19370	8.86367632789167e-06	4	4	0.004363883312098665	3111, 3117, 3118, 3122
GO:0019003	MF	e	GDP binding	8/284	74/19370	1.2619491557745314e-05	8	8	0.005591696709236949	4831, 5867, 5869, 5878, 7879, 10890, 23011, 51552
GO:0042605	MF	e	peptide antigen binding	5/284	24/19370	2.212241703425545e-05	4	5	0.008911311807162354	3115, 3117, 3122, 3133, 6892
GO:0050839	MF	e	cell adhesion molecule binding	7/284	66/19370	5.030841553240671e-05	3	7	0.01857638243534118	101, 1829, 3676, 3688, 3689, 6386, 7430
GO:0005164	MF	e	tumor necrosis factor receptor binding	5/284	31/19370	8.131265217222368e-05	6	5	0.027715104751932545	4049, 4050, 7124, 8743, 8744
GO:0001618	MF	e	virus receptor activity	7/284	76/19370	0.00012468134649014424	3	7	0.039461646164130657	950, 975, 3304, 3383, 3688, 7037, 79581
GO:0033300	MF	e	dehydroascorbic acid transmembrane transporter activity	3/284	8/19370	0.00016538427038546621	6	3	0.048854513471866715	6513, 11182, 144195
GO:0000981	MF	p	DNA-binding transcription factor activity, RNA polymerase II-specific	1/284	1236/19370	9.258679455200619e-07	3	1	0.0010256302166498485	5093
GO:0000978	MF	p	RNA polymerase II cis-regulatory region sequence-specific DNA binding	0/284	1173/19370	1.7789959773002337e-06	9	0	0.0013137885292362227	
